,民國102年01月,,,,,,,Jan-13,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
057755大華15,991980,4330000,69,0.23,0.23,0.23,0.42,1月4日,0.14,1月16日
057756大華16,3490,12000,3,0.29,0.27,0.17,0.4,1月2日,0.17,1月17日
057757大華17,9406450,10616000,236,0.89,0.76,0.6,1.07,1月15日,0.6,1月31日
057758大華18,5652960,3313000,101,1.71,1.81,2.29,2.29,1月31日,1.2,1月4日
057759大華19,14324120,10161000,171,1.41,1.25,0.97,1.57,1月8日,0.94,1月30日
057760大華20,4713960,3116000,161,1.51,1.7,1.77,2.92,1月3日,1.25,1月24日
057761大華21,5141690,2858000,41,1.8,1.97,2.44,2.44,1月30日,1.1,1月15日
057762大華22,471790,686000,16,0.69,0.76,0.63,1.14,1月4日,0.52,1月21日
057763康和MR,3574970,6977000,393,0.51,0.54,0.56,1.01,1月3日,0.21,1月16日
057764康和MS,670930,820000,132,0.82,0.73,0.78,1.25,1月3日,0.35,1月16日
057765康和MT,2730270,1958000,85,1.39,1.37,1.86,2,1月31日,1.09,1月18日
057766康和MV,29169630,14348000,375,2.03,1.91,2.46,2.54,1月31日,1.35,1月17日
057767康和MW,1554400,1635000,70,0.95,0.98,0.65,1.66,1月3日,0.59,1月28日
057768康和MX,1224770,2689000,78,0.46,0.55,0.37,1.01,1月2日,0.27,1月28日
057769康和MY,198910,327000,29,0.61,0.59,0.47,0.9,1月3日,0.43,1月25日
057770康和MZ,1661630,1067000,86,1.56,1.61,1.26,2.33,1月15日,1.09,1月2日
057771康和NA,7022210,2313000,130,3.04,3.29,5.6,5.85,1月28日,2.14,1月8日
057772康和NB,1123880,849000,30,1.32,1.42,1.18,1.69,1月15日,1.18,1月30日
057773元大GC,9615990,4390000,299,2.19,2.13,1.69,3.17,1月15日,1.48,1月28日
057774元大GD,2333450,4190000,72,0.56,0.6,0.56,0.74,1月3日,0.51,1月28日
057775元大GE,13607180,9145000,409,1.49,1.47,2.07,2.14,1月30日,1.08,1月17日
057776元大GF,38523180,24848000,942,1.55,1.39,1,2.2,1月8日,1,1月31日
057777元大GG,23417850,15991000,899,1.46,1.42,1.44,1.95,1月15日,0.84,1月8日
057778元大GH,6617320,3496000,86,1.89,1.69,1.5,2.12,1月7日,1.41,1月24日
057779元大GI,8299820,14855000,384,0.56,0.55,0.36,0.84,1月2日,0.34,1月28日
057780元大GJ,1996300,163000,25,12.25,12.07,11.7,14.5,1月2日,10.9,1月24日
057781元大GK,3685220,2257000,166,1.63,1.4,1.26,1.99,1月3日,1.08,1月28日
057782元大GL,4771130,1268000,175,3.76,3.96,3.97,7.25,1月2日,2.76,1月24日
057783元大GM,1024900,671000,28,1.53,1.36,1.15,1.69,1月3日,1.15,1月29日
057784元大GN,5153180,4607000,192,1.12,1.05,0.88,1.33,1月15日,0.84,1月28日
057785元大GP,1478510,513000,52,2.88,2.81,3.17,3.32,1月30日,2.32,1月8日
057786元大GQ,16800980,11530000,202,1.46,1.41,1.05,1.87,1月3日,1,1月31日
057787元大GR,190770,677000,25,0.28,0.36,0.27,0.6,1月3日,0.22,1月28日
057788元大GS,740850,809000,51,0.92,0.88,0.87,1.01,1月2日,0.7,1月18日
057789元大GT,3575260,1874000,78,1.91,1.86,1.78,2.21,1月9日,1.56,1月28日
057790中信CN,1558040,790000,18,1.97,2.01,2.76,2.76,1月31日,1.41,1月3日
057791中信CP,44355600,1405000,528,31.57,32.57,31.6,47.6,1月2日,27,1月28日
057792中信CQ,780450,388000,69,2.01,1.9,2.17,2.41,1月15日,1.4,1月8日
057793中信CR,6463010,3824000,175,1.69,1.4,1.05,2.32,1月4日,0.85,1月24日
057794中信CS,1879020,1320000,111,1.42,1.51,1.64,2.6,1月3日,1.04,1月24日
057795中信CT,795250,909000,27,0.87,0.95,0.72,1.28,1月4日,0.71,1月22日
057796中信CU,4350,13000,7,0.33,0.4,0.25,0.56,1月2日,0.25,1月28日
057797亞東H3,8242230,5764000,189,1.43,1.43,1.22,1.88,1月3日,0.97,1月28日
057798亞東H4,10614210,8351000,286,1.27,1.19,1.06,1.74,1月4日,0.92,1月28日
057799亞東H5,3097770,2422000,62,1.28,1.24,1.58,1.66,1月29日,0.82,1月8日
057800亞東H6,2118820,1933000,61,1.1,1.13,1.11,1.34,1月3日,1,1月24日
057801亞東H7,2059450,1302000,71,1.58,1.57,1.85,1.86,1月30日,1.12,1月4日
057802亞東H8,13700650,8364000,264,1.64,1.63,2,2,1月31日,1.36,1月4日
057803亞東H9,4013850,3610000,83,1.11,1.11,1.45,1.45,1月30日,0.99,1月9日
057804亞東J1,5057850,3691000,122,1.37,1.35,1.71,1.74,1月30日,1.21,1月17日
057805亞東J2,13160730,16207000,312,0.81,0.82,0.81,1.09,1月2日,0.74,1月25日
057806亞東J3,10398160,10592000,199,0.98,0.97,1.01,1.15,1月3日,0.86,1月17日
057807亞東J4,7143850,10109000,385,0.71,0.78,0.8,1.26,1月3日,0.36,1月16日
057808亞東J5,6039910,2673000,109,2.26,2.26,2.37,2.83,1月4日,1.72,1月17日
057809亞東J6,5370320,6058000,168,0.89,0.81,0.94,1.07,1月4日,0.6,1月28日
057810AC元富,21999020,12096000,199,1.82,1.83,1.77,2.35,1月3日,1.39,1月25日
057811AD元富,918710,555000,30,1.66,1.54,1.62,1.85,1月17日,1.33,1月28日
057812AE元富,10818650,5687000,295,1.9,1.79,1.62,2.36,1月3日,1.37,1月17日
057813AH元富,2377460,1928000,61,1.23,1.21,0.88,1.82,1月3日,0.87,1月29日
057814AJ元富,627210,399000,42,1.57,1.65,1.56,1.98,1月4日,1.42,1月28日
057815AK元富,3778200,2649000,253,1.43,1.32,1.11,1.66,1月10日,0.99,1月28日
057816AM元富,8710180,5840000,207,1.49,1.36,1.8,2.2,1月29日,1,1月17日
057817AN元富,8704820,4447000,150,1.96,1.84,2.4,2.53,1月31日,1.51,1月14日
057818AP元富,2829270,2080000,41,1.36,1.34,1.59,1.66,1月2日,1.11,1月15日
057819AQ元富,19680,117000,7,0.17,0.18,0.17,0.19,1月30日,0.15,1月29日
057820AR元富,11374760,6140000,163,1.85,1.74,1.98,2.32,1月15日,1.14,1月8日
057821AS元富,261740,435000,25,0.6,0.64,0.54,0.89,1月4日,0.49,1月29日
057822AU元富,79300,115000,7,0.69,0.63,0.52,0.73,1月3日,0.52,1月16日
0578235V凱基,2892460,2272000,71,1.27,1.13,1.03,1.53,1月8日,0.91,1月24日
0578245W凱基,2519820,2510000,30,1,0.9,0.67,1.19,1月3日,0.67,1月18日
0578255X凱基,1897770,1121000,36,1.69,1.72,1.58,1.95,1月9日,1.54,1月24日
0578266A凱基,1782260,1133000,40,1.57,1.46,1.75,1.9,1月31日,1.23,1月17日
0578276B凱基,15613330,12039000,376,1.3,1.14,0.97,1.48,1月8日,0.88,1月17日
0578286C凱基,9717750,5571000,245,1.74,1.6,1.2,2.15,1月10日,1.2,1月31日
0578296D凱基,28697390,13834000,498,2.07,2.13,2.43,2.58,1月30日,1.53,1月8日
0578306E凱基,4192360,3753000,92,1.12,1.11,0.93,1.72,1月3日,0.79,1月28日
0578316F凱基,7762240,2777000,48,2.8,2.98,2.12,3.72,1月3日,2.06,1月31日
0578326G凱基,1249900,989000,14,1.26,1.25,1.12,1.55,1月2日,1.12,1月18日
0578336J凱基,16725840,11587000,180,1.44,1.39,1.5,1.79,1月15日,0.97,1月7日
0578346K凱基,7546400,6360000,144,1.19,1.12,1.16,1.4,1月9日,0.88,1月17日
0578356L凱基,45979390,26699000,929,1.72,1.62,2.47,2.58,1月31日,1.21,1月18日
0578366M凱基,109416200,12795000,1706,8.55,8.35,8.75,14,1月3日,5.85,1月24日
0578376N凱基,15852710,13647000,255,1.16,1.18,1.16,1.57,1月14日,0.94,1月2日
0578386P凱基,788010,748000,41,1.05,0.96,0.84,1.23,1月3日,0.69,1月28日
0578396R凱基,13916530,14359000,336,0.97,0.92,0.97,1.25,1月15日,0.54,1月8日
0578406S凱基,851000,100000,10,8.51,8.35,7.4,9.65,1月2日,7.4,1月8日
0578416T凱基,19140540,15581000,511,1.23,1.26,1.05,1.89,1月7日,0.88,1月24日
057842國泰5K,10577620,8090000,270,1.31,1.19,1.06,1.63,1月7日,0.91,1月24日
057843國泰5L,4760,24000,6,0.2,0.22,0.23,0.24,1月28日,0.17,1月21日
057844國泰5M,2589730,2233000,112,1.16,1.1,1.04,1.54,1月16日,0.9,1月17日
057845國泰5N,36917390,31972000,540,1.15,1.36,1.02,2.41,1月7日,0.8,1月24日
057846國泰5P,8235000,4332000,218,1.9,2.08,2.21,2.71,1月15日,1.35,1月8日
057847國泰5Q,9277870,4515000,150,2.05,1.91,1.63,2.35,1月9日,1.63,1月31日
057848國泰5R,2974260,2000000,65,1.49,1.48,1.61,1.93,1月14日,1.15,1月8日
057849國泰5S,2781130,2570000,64,1.08,1.07,0.98,1.31,1月9日,0.96,1月8日
057850國泰5U,6715610,5225000,290,1.29,1.32,2.03,2.12,1月31日,0.99,1月18日
057851國泰5V,22910800,3990000,190,5.74,5.73,6,9.25,1月2日,4.95,1月8日
057852國泰5W,215610,790000,24,0.27,0.3,0.19,0.5,1月3日,0.15,1月25日
057853國泰6A,1266510,1948000,80,0.65,0.61,0.44,1.03,1月2日,0.32,1月28日
057854國泰6B,636640,1163000,27,0.55,0.54,0.42,0.79,1月3日,0.41,1月18日
057855國票7A,240160,666000,116,0.36,0.37,0.37,0.5,1月3日,0.27,1月18日
057857國票9A,3371660,2734000,43,1.23,1.27,1.42,1.42,1月29日,1.01,1月2日
057858元大HA,32322000,14810000,758,2.18,2.17,2.39,2.46,1月30日,1.89,1月17日
057859元大HB,4023540,2906000,95,1.38,1.28,1.18,1.57,1月11日,1.06,1月28日
057860元大HC,24061460,19982000,543,1.2,1.22,1.44,1.75,1月29日,0.92,1月28日
057861元大HD,4515890,2291000,100,1.97,1.88,2.26,2.31,1月30日,1.69,1月9日
057862元大HE,7594260,5646000,249,1.35,1.43,1.29,2.28,1月3日,1.01,1月7日
057863元大HF,46697180,66610000,3052,0.7,0.72,0.71,1.35,1月3日,0.45,1月24日
057864元大HG,7032130,5816000,132,1.21,1.08,0.98,1.33,1月8日,0.88,1月29日
057865元大HH,20466450,2327000,375,8.8,8.8,7.85,14.3,1月2日,6.9,1月29日
057866國泰6D,3463610,2699000,63,1.28,1.24,1.53,1.57,1月31日,1.09,1月8日
057867國泰6E,13112770,8393000,183,1.56,1.54,2.1,2.1,1月31日,1.22,1月17日
057868國泰6F,11969120,6349000,178,1.89,1.91,2.34,2.34,1月30日,1.44,1月8日
057869國泰6J,1366600,436000,21,3.13,3.19,2.91,4.07,1月2日,2.76,1月8日
057870CL富邦,1916880,1672000,48,1.15,1.18,1.04,1.59,1月4日,0.92,1月25日
057872CP富邦,4423020,2296000,99,1.93,2.05,1.83,2.78,1月15日,1.58,1月2日
057873CQ富邦,643420,649000,20,0.99,0.98,0.83,1.26,1月3日,0.78,1月29日
057874CR富邦,16360360,10944000,553,1.49,1.31,1.09,1.76,1月15日,1.08,1月28日
057875CS富邦,1501030,787000,66,1.91,1.78,1.49,2.55,1月3日,1.38,1月15日
057876CU富邦,6030470,3561000,65,1.69,1.62,1.8,1.89,1月30日,1.25,1月8日
057877大華23,1151920,2054000,74,0.56,0.59,0.58,0.77,1月3日,0.4,1月17日
057878大華25,3898300,4792000,207,0.81,0.77,0.8,0.99,1月9日,0.54,1月17日
057879工銀DB,377220,1095000,16,0.34,0.36,0.21,0.54,1月4日,0.19,1月25日
057880工銀DC,21250,64000,9,0.33,0.34,0.36,0.59,1月4日,0.23,1月15日
057881中信CV,5846900,4385000,154,1.33,1.23,0.73,2.46,1月7日,0.56,1月24日
057882中信CW,12716100,5114000,160,2.49,2.33,2.17,3.59,1月2日,1.87,1月28日
057883康和NF,19022780,3805000,423,5,4.8,4.78,6.5,1月2日,4.21,1月17日
057884日盛DF,24790,18000,14,1.38,1.36,1.27,1.63,1月9日,1.11,1月21日
057885日盛DG,3694180,2251000,76,1.64,1.53,1.53,1.97,1月14日,1.22,1月8日
057886AW元富,12463750,7480000,149,1.67,1.67,1.67,1.96,1月11日,1.47,1月21日
057887AX元富,5153310,14426000,353,0.36,0.32,0.23,0.53,1月3日,0.2,1月25日
057888AZ元富,2549430,1887000,54,1.35,1.68,1.22,2.95,1月7日,0.89,1月24日
057889BA元富,19756050,10182000,396,1.94,1.92,1.9,3.6,1月2日,1.14,1月24日
0578906V凱基,2137920,2804000,130,0.76,0.82,0.74,1.05,1月3日,0.6,1月29日
0578916W凱基,10340480,4094000,178,2.53,2.63,2.11,4.28,1月7日,1.77,1月24日
0578926X凱基,6147260,3857000,55,1.59,1.65,1.85,1.85,1月31日,1.28,1月16日
0578936Z凱基,431750,52000,16,8.3,8.2,8.55,10.6,1月2日,7.3,1月10日
057894BB元富,2537690,2383000,41,1.06,1.11,0.93,1.43,1月15日,0.93,1月31日
0578957A凱基,3973430,2543000,60,1.56,1.42,1.79,1.97,1月30日,1.24,1月18日
0578967B凱基,12023390,3796000,115,3.17,3.16,3.11,3.59,1月3日,2.64,1月25日
0578977C凱基,13444430,5893000,166,2.28,2.19,2.14,2.62,1月3日,1.83,1月2日
0578987E凱基,21104580,19455000,303,1.08,1.16,0.83,1.98,1月7日,0.68,1月24日
057899日盛DN,56510,238000,7,0.24,0.28,0.19,0.51,1月4日,0.18,1月28日
057900日盛DP,2192160,494000,21,4.44,4.06,5.55,5.8,1月28日,2.42,1月9日
057901日盛DQ,1765520,2444000,120,0.72,0.64,0.6,0.88,1月15日,0.52,1月17日
057902大華26,5511280,4786000,103,1.15,1.16,1.27,1.56,1月15日,0.73,1月8日
057903大華27,1065280,882000,48,1.21,1.12,0.89,1.44,1月15日,0.82,1月28日
057904康和NG,1653080,1610000,23,1.03,1.1,1.32,1.32,1月29日,0.92,1月4日
057905康和NH,4604170,3276000,125,1.41,1.45,1.84,1.84,1月30日,1.18,1月10日
057906康和NI,3770040,2243000,116,1.68,1.68,2.18,2.18,1月31日,1.37,1月25日
057907康和NJ,30280980,6138000,520,4.93,4.89,4.75,7.15,1月2日,4.14,1月24日
057908康和NK,2769840,1738000,44,1.59,1.6,1.56,1.72,1月18日,1.5,1月30日
057909康和NL,825590,432000,54,1.91,1.75,1.32,2.04,1月3日,1.32,1月18日
057910康和NM,3601750,3114000,50,1.16,1.05,1.03,1.32,1月4日,0.89,1月14日
057911統一NF,1636150,3454000,55,0.47,0.47,0.23,0.7,1月2日,0.23,1月25日
057912統一NG,222750,269000,20,0.83,0.83,0.85,0.93,1月30日,0.67,1月2日
057913統一NH,1855160,2344000,49,0.79,0.7,0.51,1.13,1月7日,0.43,1月24日
057914統一NJ,373630,224000,9,1.67,1.65,1.86,1.86,1月11日,1.34,1月7日
057915統一NK,447500,302000,25,1.48,1.31,0.93,1.9,1月7日,0.81,1月25日
057916統一NL,1508450,788000,32,1.91,1.95,3.1,3.1,1月28日,1.35,1月4日
057917兆豐1A,1052810,1074000,60,0.98,0.96,0.85,1.16,1月10日,0.85,1月31日
057918兆豐1B,1404250,2330000,86,0.6,0.57,0.47,0.83,1月8日,0.45,1月23日
057919兆豐1G,5265070,1781000,55,2.96,2.56,3.24,3.45,1月14日,1.76,1月3日
057920兆豐1H,875130,678000,34,1.29,1.25,1.52,1.52,1月30日,0.9,1月17日
057921兆豐1K,18300,60000,2,0.3,0.3,0.19,0.42,1月8日,0.19,1月29日
057922兆豐1M,259230,136000,17,1.91,1.8,1.6,2.2,1月3日,1.47,1月14日
057923兆豐1V,4535120,3433000,122,1.32,1.2,1.23,1.67,1月15日,0.88,1月7日
057924兆豐NH,805490,808000,18,1,0.97,1.05,1.05,1月31日,0.91,1月22日
057925兆豐NR,24160,18000,3,1.34,1.35,1.42,1.42,1月4日,1.28,1月2日
057926中信CY,733040,706000,95,1.04,1.07,1.05,1.62,1月2日,0.76,1月24日
05792799群益,1455900,766000,68,1.9,1.94,1.57,2.41,1月15日,1.57,1月31日
0579281A群益,1107770,560000,45,1.98,2.09,1.71,2.51,1月15日,1.69,1月31日
0579291B群益,30607220,12599000,574,2.43,2.35,2.45,4,1月3日,1.68,1月24日
0579301C群益,5452470,2212000,122,2.46,2.39,2.3,3.19,1月9日,1.67,1月17日
0579311D群益,249490,724000,107,0.34,0.34,0.27,0.45,1月7日,0.27,1月14日
0579321E群益,3863500,2616000,96,1.48,1.44,1.34,1.97,1月3日,0.98,1月15日
0579331F群益,1016530,1478000,52,0.69,0.71,0.67,0.91,1月2日,0.52,1月17日
0579341G群益,5698320,4356000,95,1.31,1.13,0.93,1.46,1月15日,0.9,1月29日
0579351H群益,494360,220000,7,2.25,2.4,2.43,2.49,1月15日,2.2,1月2日
0579361I群益,667720,456000,62,1.46,1.44,1.65,1.71,1月15日,1.09,1月8日
0579371J群益,2697230,1134000,63,2.38,2.32,2.22,2.82,1月15日,2.03,1月7日
0579381K群益,1605280,826000,10,1.94,2.12,1.82,2.56,1月2日,1.82,1月14日
0579391T群益,21448020,5043000,255,4.25,4,4.9,4.96,1月30日,3.35,1月8日
0579401U群益,2264780,505000,48,4.48,4.56,4.38,4.92,1月16日,4.17,1月10日
057941永豐6U,5781490,4387000,69,1.32,1.39,1.7,1.7,1月30日,1.04,1月8日
057942永豐6V,807810,1008000,30,0.8,0.79,0.65,0.9,1月15日,0.65,1月17日
057943永豐6W,3873060,4132000,113,0.94,0.81,0.71,1.16,1月16日,0.68,1月2日
057944永豐6X,298690,123000,11,2.43,2.36,2.15,2.99,1月2日,1.98,1月14日
057945永豐6Y,297980,608000,27,0.49,0.47,0.32,0.7,1月2日,0.28,1月21日
057946永豐6Z,1513300,4751000,67,0.32,0.33,0.33,0.43,1月15日,0.27,1月21日
057947永豐7A,4397320,5712000,162,0.77,0.75,0.91,0.96,1月7日,0.58,1月17日
057948永豐7B,3889330,2848000,94,1.37,1.43,1.97,2.02,1月31日,1.15,1月8日
057949永豐7C,1645110,1248000,54,1.32,1.35,1.11,1.68,1月3日,1.06,1月31日
057950永豐7E,2809290,1475000,62,1.9,1.98,2.08,2.38,1月15日,1.39,1月7日
057951永豐7F,5245210,5149000,145,1.02,1.01,1.55,1.55,1月31日,0.76,1月17日
057952永豐7G,2493640,1154000,72,2.16,2.07,2.15,2.56,1月2日,1.81,1月8日
057953永豐7H,7590,6000,2,1.26,1.27,1.2,1.33,1月10日,1.2,1月11日
057954永豐7I,5361940,4732000,87,1.13,1.07,0.87,1.27,1月9日,0.76,1月29日
057955永豐7J,4313470,4276000,229,1.01,1.04,1.09,1.7,1月3日,0.73,1月24日
057956永豐7K,643740,933000,37,0.69,0.71,0.7,1.03,1月3日,0.56,1月17日
057957永豐7L,7860370,12362000,214,0.64,0.62,0.73,0.75,1月30日,0.46,1月17日
057958永豐7M,3196330,2597000,57,1.23,1.34,1.31,1.69,1月2日,1.06,1月15日
057959永豐7N,356080,1850000,22,0.19,0.19,0.21,0.26,1月11日,0.17,1月25日
057960永豐7P,94600,208000,11,0.45,0.46,0.45,0.55,1月2日,0.42,1月24日
057961永豐7Q,821990,1455000,28,0.56,0.59,0.56,0.78,1月3日,0.52,1月25日
057962永豐7R,1434970,1019000,52,1.41,1.49,1.56,1.78,1月24日,1.15,1月7日
057963永豐8A,367030,280000,13,1.31,1.32,1.55,1.55,1月31日,0.95,1月17日
057964永豐8B,14060570,11788000,272,1.19,1.08,0.87,1.45,1月15日,0.85,1月28日
057965永豐8C,127360,146000,6,0.87,0.84,0.71,0.9,1月10日,0.71,1月29日
057966永豐8L,2972740,2027000,55,1.47,1.44,1.46,1.7,1月3日,1.26,1月8日
057967永豐8M,164190,163000,14,1.01,0.98,0.91,1.29,1月3日,0.82,1月17日
057968永豐8N,1108050,1411000,34,0.79,0.84,0.71,1.01,1月15日,0.71,1月29日
057969永豐8P,1335280,2513000,82,0.53,0.49,0.45,0.71,1月3日,0.38,1月21日
057970永豐8Q,4379800,3217000,75,1.36,1.29,1.72,1.79,1月31日,1.07,1月18日
057971永豐8R,4404790,3722000,81,1.18,1.17,0.99,1.46,1月9日,0.96,1月28日
057972永豐8S,3341670,2277000,49,1.47,1.38,1.2,1.65,1月10日,1.11,1月25日
057973永豐8T,38150,20000,4,1.91,1.91,1.98,1.98,1月30日,1.87,1月29日
057974元大HK,15083320,23728000,942,0.64,0.6,0.48,0.87,1月2日,0.42,1月25日
057975元大HL,2105780,947000,25,2.22,2.21,2.17,2.56,1月4日,2.02,1月21日
057976元大HM,3766610,2920000,160,1.29,1.38,1.8,1.89,1月30日,0.95,1月2日
057977元大HN,17852070,29722000,836,0.6,0.58,0.5,0.86,1月2日,0.41,1月25日
057978元大HP,76773170,80942000,2696,0.95,0.95,0.86,1.61,1月3日,0.67,1月16日
057979元大HQ,12083730,4490000,350,2.69,2.63,4.16,4.28,1月28日,1.7,1月4日
057980元大HR,4398070,10153000,282,0.43,0.43,0.36,0.66,1月3日,0.26,1月28日
057981元大HS,19778630,6152000,183,3.21,3.19,3.61,3.77,1月30日,2.34,1月8日
057982BD元富,8813660,4212000,191,2.09,1.77,1.28,2.77,1月3日,1.17,1月24日
057983BE元富,400070,1152000,38,0.35,0.39,0.31,0.62,1月3日,0.24,1月25日
057984BG元富,2489480,2768000,37,0.9,0.97,0.87,1.56,1月3日,0.76,1月28日
057985BH元富,3078800,1301000,125,2.37,2.33,2.73,2.8,1月11日,1.65,1月2日
0579861V群益,2039380,3450000,56,0.59,0.5,0.22,0.85,1月3日,0.19,1月28日
0579871W群益,10481150,3105000,122,3.38,3.47,4.67,4.76,1月31日,2.4,1月4日
0579881Y群益,2826740,2421000,97,1.17,1.19,1.32,1.41,1月30日,0.9,1月17日
0579892B群益,1149570,1439000,65,0.8,0.81,0.65,1.03,1月8日,0.65,1月31日
0579902C群益,40440,228000,3,0.18,0.16,0.16,0.18,1月28日,0.16,1月28日
0579912E群益,8999580,6012000,218,1.5,1.44,1.86,1.92,1月31日,1.17,1月2日
0579922F群益,738440,396000,34,1.86,1.99,2.45,2.45,1月30日,1.74,1月2日
0579932H群益,7674970,2152000,155,3.57,4.16,6.05,6.55,1月28日,2.54,1月7日
057994永豐8V,2294400,1808000,60,1.27,1.25,1.18,1.44,1月25日,1.03,1月18日
057995統一NM,3845330,3385000,164,1.14,1.18,1.22,1.57,1月3日,0.89,1月8日
057996統一NN,26164500,13455000,370,1.94,2.09,2.05,3.01,1月3日,1.42,1月7日
057997統一NP,1027940,734000,52,1.4,1.43,0.99,2.05,1月2日,0.95,1月25日
057998統一NQ,3809280,788000,148,4.83,4.96,4.71,5.85,1月3日,3.82,1月25日
057999大眾6V,2644960,1191000,48,2.22,2.18,2.03,2.85,1月2日,1.96,1月28日
058000大眾7V,66250,65000,32,1.02,0.9,0.59,1.18,1月3日,0.59,1月30日
058002兆豐1D,10940570,2725000,136,4.01,4.05,4.25,4.71,1月3日,3.26,1月17日
058004兆豐1L,2020110,1908000,57,1.06,1.06,1.1,1.2,1月15日,0.97,1月14日
058005兆豐1N,3926680,2362000,82,1.66,1.83,1.85,2.19,1月16日,1.19,1月2日
058006兆豐1Q,7850300,5887000,238,1.33,1.36,1.17,2.3,1月3日,0.65,1月18日
058007兆豐1R,709690,712000,18,1,1.03,0.96,1.11,1月14日,0.96,1月31日
058008兆豐1W,107550,127000,16,0.85,0.78,0.34,1.18,1月4日,0.29,1月24日
058009中信CZ,73643850,22347000,503,3.3,3.28,3.44,3.68,1月11日,2.75,1月17日
058010日盛DR,422170,1331000,23,0.32,0.49,0.17,1.05,1月2日,0.15,1月25日
058012大華28,7948860,5947000,130,1.34,1.14,1.09,1.5,1月11日,0.92,1月28日
058013大華30,529300,674000,34,0.79,0.74,0.65,0.89,1月15日,0.63,1月17日
058014CX富邦,1823040,1386000,84,1.32,1.27,1.32,1.58,1月9日,0.94,1月17日
058015統一NT,2821290,1385000,75,2.04,2.14,2.38,2.47,1月11日,1.79,1月7日
058016統一NU,90920,28000,4,3.25,3.14,3.33,3.33,1月29日,2.98,1月25日
058017CY富邦,1994610,1762000,49,1.13,1.14,1.02,1.24,1月22日,1.02,1月31日
058018DA富邦,412420,362000,11,1.14,1.14,1.06,1.21,1月11日,1.06,1月30日
058019DB富邦,1799280,792000,10,2.27,2.26,2.38,2.42,1月11日,2.15,1月7日
058020DC富邦,11233210,4569000,168,2.46,2.52,2.56,2.77,1月3日,2.19,1月2日
058021DD富邦,7321320,5356000,122,1.37,1.35,1.65,1.69,1月31日,1.17,1月24日
058022DE富邦,11323830,6084000,310,1.86,1.88,2.21,2.51,1月30日,1.27,1月8日
058023元大HY,4400040,1169000,42,3.76,3.56,3.58,4.07,1月3日,3.05,1月25日
058024元大HZ,5061950,4566000,146,1.11,1.05,0.97,1.32,1月3日,0.91,1月17日
058025元大IA,5792520,2340000,157,2.48,2.47,2.38,3.15,1月3日,2,1月25日
058026BJ元富,9529230,3245000,161,2.94,2.96,2.74,3.46,1月25日,2.54,1月28日
0580277H凱基,2829460,1918000,129,1.48,1.39,1.07,2.01,1月2日,0.95,1月25日
0580287J凱基,1378910,992000,28,1.39,1.4,1.78,1.78,1月31日,1.17,1月17日
0580297K凱基,7172140,3840000,55,1.87,1.85,1.72,2.15,1月10日,1.7,1月17日
058030永豐8Z,14001840,7940000,260,1.76,1.71,1.7,2.33,1月2日,1.49,1月14日
058031永豐9A,834950,2057000,62,0.41,0.37,0.32,0.54,1月3日,0.26,1月25日
058032日盛DV,3588900,2065000,50,1.74,1.63,1.48,1.98,1月10日,1.26,1月25日
058033日盛DW,2100210,1481000,29,1.42,1.36,1.31,1.61,1月4日,1.27,1月9日
058034大華31,5470920,1436000,23,3.81,3.77,4.01,4.03,1月10日,3.45,1月7日
058035大華32,17721050,12067000,347,1.47,1.42,1.1,1.74,1月29日,1.1,1月31日
058036大華33,2786000,2032000,39,1.37,1.3,1.21,1.51,1月11日,1.16,1月17日
058037大華34,5379050,4849000,81,1.11,1.13,1.27,1.42,1月21日,0.9,1月8日
058038大華35,4161040,3492000,75,1.19,1.08,1.21,1.31,1月7日,0.78,1月28日
058039BK元富,2096030,7005000,125,0.3,0.32,0.33,0.57,1月3日,0.2,1月25日
0580407N凱基,132000,40000,2,3.3,3.3,3.3,3.3,1月3日,3.3,1月3日
058041日盛DY,309000,100000,9,3.09,3.08,3.32,3.38,1月4日,2.56,1月2日
058042大華36,19560230,13839000,380,1.41,1.32,1.68,1.95,1月30日,1.11,1月24日
058043大華37,171860,392000,15,0.44,0.48,0.29,0.8,1月2日,0.23,1月25日
