,民國101年10月,,,,,,,Oct-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
054634第一4M,1561520,2478000,47,0.63,0.55,0.27,0.74,10月8日,0.27,10月26日
054635國票KN,2336920,966000,133,2.42,2.4,2.36,2.64,10月8日,2.07,10月1日
054636日盛5E,8069620,8526000,274,0.95,0.78,0.33,1.35,10月1日,0.28,10月31日
054637兆豐J3,16304130,44071000,1801,0.37,0.39,0.14,0.69,10月3日,0.09,10月30日
054638工銀J8,4382490,4675000,60,0.94,0.89,1.07,1.18,10月30日,0.55,10月26日
054639FA元大,3138860,5519000,109,0.57,0.64,0.2,1.21,10月2日,0.18,10月29日
054640FB元大,10527880,1886000,75,5.58,5.63,5.5,6.3,10月5日,4.98,10月1日
054641FC元大,3616950,13642000,403,0.27,0.24,0.15,0.39,10月5日,0.13,10月29日
054642群益JP,5141680,4666000,199,1.1,1.02,0.7,1.52,10月18日,0.58,10月26日
054643群益JQ,5646750,1375000,125,4.11,4.07,4.09,4.36,10月8日,3.61,10月1日
054644群益JS,307880,723000,40,0.43,0.43,0.44,0.52,10月8日,0.35,10月23日
054645群益JT,3916500,1579000,95,2.48,2.53,1.69,3.09,10月5日,1.69,10月31日
054646KV永豐,2761960,5674000,151,0.49,0.51,0.27,0.75,10月5日,0.19,10月29日
054647KW永豐,1932800,3163000,123,0.61,0.59,0.43,0.85,10月3日,0.29,10月29日
054648KX永豐,213030,233000,6,0.91,0.95,0.99,1.03,10月2日,0.82,10月8日
054649KY永豐,296680,999000,21,0.3,0.35,0.15,0.6,10月4日,0.15,10月31日
054650KZ永豐,719290,2391000,92,0.3,0.3,0.19,0.44,10月18日,0.19,10月31日
054652LB永豐,199620,733000,29,0.27,0.28,0.11,0.46,10月1日,0.11,10月29日
054653LC永豐,3584260,3951000,88,0.91,0.92,0.91,1.06,10月9日,0.78,10月30日
054654凱基5S,847600,1211000,44,0.7,0.6,0.26,0.87,10月2日,0.26,10月26日
054655凱基5T,2515350,4388000,163,0.57,0.47,0.13,0.77,10月2日,0.13,10月30日
054656凱基5U,113940,837000,27,0.14,0.3,0.05,0.4,10月5日,0.05,10月26日
054657凱基5V,7104720,3494000,161,2.03,1.82,0.57,2.97,10月1日,0.57,10月31日
054658凱基5W,244260,231000,13,1.06,1,0.63,1.37,10月4日,0.6,10月29日
054659凱基5X,7840420,6167000,229,1.27,0.9,0.23,1.8,10月2日,0.11,10月29日
054660元富4P,5232770,4240000,341,1.23,1.48,0.6,2.17,10月1日,0.41,10月29日
054661元富4Q,5620670,6772000,258,0.83,0.9,0.63,1.36,10月5日,0.62,10月24日
054662元富4R,980870,885000,48,1.11,1.14,0.6,1.63,10月1日,0.59,10月30日
054663元富4V,1145630,3123000,84,0.37,0.28,0.09,0.51,10月5日,0.09,10月29日
054664日盛5G,4274640,4980000,213,0.86,0.7,0.5,0.99,10月5日,0.32,10月29日
054665日盛5H,1121780,1264000,67,0.89,0.75,0.18,1.07,10月2日,0.18,10月26日
054666大華2P,6515480,6361000,325,1.02,1.16,0.89,1.56,10月3日,0.63,10月29日
054667大華2Q,484470,610000,22,0.79,0.66,0.24,1.22,10月2日,0.24,10月31日
054668國票KQ,1489050,1988000,121,0.75,0.65,0.17,1.09,10月2日,0.17,10月31日
054669兆豐J8,636680,533000,64,1.19,1.27,0.86,1.73,10月2日,0.86,10月30日
054670兆豐J9,2960620,4978000,118,0.59,0.73,0.23,1.18,10月1日,0.21,10月29日
054671兆豐K1,9970,17000,3,0.59,0.54,0.46,0.65,10月2日,0.46,10月22日
054672兆豐K2,2392100,1760000,112,1.36,1.31,0.83,1.63,10月18日,0.78,10月31日
054673兆豐K3,5922220,20493000,461,0.29,0.36,0.07,0.66,10月2日,0.07,10月31日
054674兆豐K4,1555810,1945000,89,0.8,0.78,0.53,0.99,10月9日,0.53,10月31日
054675兆豐K5,21769410,16956000,284,1.28,1.37,1.49,1.73,10月31日,1.09,10月29日
054676兆豐K6,183280,1185000,34,0.15,0.16,0.08,0.22,10月4日,0.08,10月30日
054677兆豐K7,320480,2024000,70,0.16,0.11,0.04,0.22,10月1日,0.04,10月30日
054678兆豐K8,229860,278000,27,0.83,0.72,0.57,1.13,10月3日,0.48,10月25日
054679統一EA,529120,885000,44,0.6,0.57,0.33,0.68,10月22日,0.33,10月31日
054680統一EB,111110,152000,14,0.73,0.74,0.69,0.82,10月2日,0.67,10月12日
054681統一EC,503090,625000,11,0.8,0.7,0.29,1.11,10月8日,0.29,10月31日
054682富邦KH,2595790,2063000,68,1.26,1.29,1.12,1.62,10月5日,0.95,10月29日
054683康和JC,1825120,1192000,39,1.53,1.65,1.01,2.15,10月1日,1.01,10月26日
054684康和JD,419240,624000,18,0.67,0.6,0.21,0.86,10月2日,0.21,10月29日
054685康和JE,210290,213000,14,0.99,1.02,0.52,1.48,10月4日,0.52,10月31日
054686第一4N,3821280,1625000,38,2.35,2.51,2.7,3.28,10月3日,2.1,10月24日
054687凱基5Y,109700,102000,8,1.08,1.05,0.9,1.2,10月1日,0.9,10月19日
054688FD元大,248380,657000,15,0.38,0.4,0.24,0.7,10月2日,0.2,10月26日
054689FE元大,17310130,25761000,611,0.67,0.66,0.14,1.18,10月2日,0.13,10月29日
054690FF元大,1767660,2271000,77,0.78,0.72,0.49,1,10月9日,0.46,10月29日
054691FG元大,6797020,7070000,1352,0.96,0.91,0.53,1.37,10月4日,0.47,10月29日
054692FI元大,19430350,16712000,843,1.16,1.16,1.08,1.4,10月5日,0.95,10月1日
054693大華2S,1487940,3864000,146,0.39,0.36,0.23,0.56,10月19日,0.21,10月29日
054695大華2U,208630,417000,29,0.5,0.47,0.26,0.6,10月3日,0.25,10月29日
054696大華2V,63370,135000,16,0.47,0.49,0.18,0.76,10月1日,0.17,10月30日
054697元富4W,6257540,2737000,54,2.29,2.6,1.96,3.72,10月2日,1.64,10月29日
054698元富4X,1189850,1870000,36,0.64,0.78,0.5,1.07,10月9日,0.48,10月29日
054699元富4Z,1494080,1837000,102,0.81,1.13,0.47,1.76,10月2日,0.42,10月29日
054700元富5B,2573960,1213000,47,2.12,2.17,2.39,2.72,10月3日,1.84,10月29日
054701元富5C,33200,10000,1,3.32,3.32,3.32,3.32,10月4日,3.32,10月4日
054702工銀J9,1477810,2065000,189,0.72,0.7,0.48,0.98,10月19日,0.44,10月30日
054703工銀K1,1196410,2531000,49,0.47,0.44,0.27,0.6,10月19日,0.27,10月29日
054705富邦KM,696910,689000,19,1.01,0.71,0.16,1.18,10月2日,0.16,10月31日
054706富邦KN,2055340,2005000,57,1.03,0.92,0.42,1.3,10月8日,0.39,10月29日
054707大眾2S,1105370,1778000,44,0.62,0.67,0.4,0.9,10月5日,0.38,10月30日
054708LE永豐,605140,730000,10,0.83,0.77,0.73,0.9,10月4日,0.61,10月16日
054710LG永豐,161960,263000,15,0.62,0.65,0.38,0.87,10月5日,0.38,10月25日
054711LI永豐,1228330,2066000,53,0.59,0.83,0.36,1.39,10月2日,0.27,10月29日
054712LJ永豐,188720,310000,8,0.61,0.5,0.4,0.75,10月2日,0.4,10月25日
054713LK永豐,3461920,7124000,134,0.49,0.54,0.17,0.95,10月1日,0.15,10月29日
054714LL永豐,3417060,2819000,74,1.21,1.24,1.46,1.58,10月31日,1.08,10月29日
054715LM永豐,135520,158000,22,0.86,0.92,0.75,1.38,10月16日,0.57,10月29日
054716第一4P,73130,54000,9,1.35,1.43,1.5,1.52,10月16日,1.24,10月5日
054717元富5D,392670,405000,21,0.97,1.04,0.63,1.44,10月1日,0.63,10月30日
054718日盛5L,6558150,6338000,188,1.03,0.96,0.62,1.47,10月1日,0.46,10月29日
054719FK元大,599110,1545000,35,0.39,0.35,0.19,0.43,10月3日,0.19,10月30日
054720FL元大,2311320,3215000,164,0.72,0.66,0.41,0.92,10月5日,0.35,10月29日
054721FM元大,15147720,15308000,950,0.99,0.9,0.24,1.75,10月2日,0.11,10月29日
054722FN元大,29070,108000,6,0.27,0.32,0.06,0.5,10月3日,0.06,10月29日
054723工銀K2,1273300,1189000,51,1.07,1.35,0.71,1.98,10月4日,0.63,10月29日
054724兆豐K9,5998680,11488000,427,0.52,0.49,0.75,0.84,10月3日,0.2,10月29日
054725富邦KQ,8308310,7230000,107,1.15,1.04,0.52,1.41,10月5日,0.52,10月31日
054726富邦KU,2472520,3976000,75,0.62,0.63,0.28,1.06,10月2日,0.25,10月29日
054727統一ED,3306320,4952000,224,0.67,0.82,0.26,1.32,10月2日,0.26,10月31日
054728統一EE,1022310,963000,30,1.06,0.92,0.59,1.53,10月1日,0.42,10月29日
054729國泰D5,7599460,9630000,266,0.79,1.06,0.49,1.87,10月1日,0.28,10月29日
054730群益JW,2544660,3592000,159,0.71,0.68,0.42,0.98,10月4日,0.39,10月29日
054731群益JX,2905540,5102000,219,0.57,0.56,0.4,0.81,10月2日,0.26,10月29日
054732群益JY,1295390,1246000,87,1.04,0.9,0.27,1.38,10月2日,0.27,10月31日
054733群益JZ,1397340,1946000,54,0.72,0.7,0.52,0.85,10月2日,0.52,10月24日
054734群益KA,351630,613000,17,0.57,0.53,0.34,0.72,10月2日,0.34,10月30日
054735群益KB,7813070,4225000,282,1.85,2.69,1.09,4.31,10月3日,0.75,10月30日
054736群益KC,66880,38000,5,1.76,1.75,1.73,1.89,10月17日,1.68,10月9日
054737群益KF,15021300,6169000,181,2.43,2.49,1.53,3.57,10月2日,1.4,10月29日
054738LN永豐,544020,1060000,197,0.51,0.41,0.16,0.68,10月3日,0.1,10月29日
054739LP永豐,6932730,11427000,271,0.61,0.58,0.33,0.94,10月1日,0.23,10月29日
054740元富5E,12599830,8446000,272,1.49,1.52,1.14,1.77,10月16日,1.04,10月29日
054741凱基6A,2014700,2728000,92,0.74,0.66,0.44,0.96,10月1日,0.43,10月31日
054742凱基6D,85550,322000,11,0.27,0.28,0.06,0.52,10月2日,0.06,10月22日
054743凱基6F,2911880,1676000,68,1.74,1.83,1.59,2.47,10月8日,1.1,10月29日
054744凱基6H,1936980,2711000,62,0.71,0.62,0.29,0.85,10月8日,0.22,10月29日
054745日盛5N,11789880,6918000,317,1.7,1.57,0.77,2.49,10月3日,0.73,10月29日
054746日盛5P,19081250,26088000,770,0.73,0.72,0.57,1.03,10月26日,0.39,10月31日
054747大華2X,64360,105000,7,0.61,0.68,0.43,0.91,10月5日,0.43,10月26日
054748大華2Y,393030,480000,21,0.82,0.67,0.2,0.9,10月8日,0.2,10月31日
054749大華2Z,788180,1427000,48,0.55,0.94,0.41,1.61,10月3日,0.23,10月29日
054750FT元大,3315410,2863000,280,1.16,1.18,1.19,1.46,10月5日,0.94,10月25日
054751FU元大,1637610,2475000,143,0.66,0.81,0.21,1.43,10月2日,0.21,10月31日
054752FV元大,225700,610000,27,0.37,0.38,0.31,0.52,10月1日,0.22,10月22日
054753FW元大,2217330,5260000,137,0.42,0.44,0.21,0.72,10月1日,0.18,10月31日
054754FX元大,32234170,22561000,703,1.43,1.43,1.39,1.63,10月5日,1.18,10月1日
054755FY元大,5989310,5900000,305,1.02,1,1,1.23,10月15日,0.66,10月29日
054756FZ元大,1204690,1133000,68,1.06,0.93,0.59,1.46,10月4日,0.59,10月29日
054757GA元大,2232320,1829000,70,1.22,1.13,1.02,1.43,10月8日,0.83,10月29日
054758GB元大,1993110,4500000,163,0.44,0.36,0.15,0.61,10月2日,0.11,10月29日
054759兆豐L1,3650,74000,13,0.05,0.08,0.03,0.26,10月3日,0.03,10月31日
054760工銀K4,488540,851000,16,0.57,0.75,0.5,1.63,10月2日,0.31,10月29日
054761亞東70,2692330,3614000,88,0.74,0.76,0.56,0.9,10月16日,0.46,10月29日
054762富邦KV,5712130,6678000,211,0.86,0.89,0.56,1.23,10月18日,0.53,10月31日
054763富邦KX,3415190,2558000,71,1.34,1.38,1.35,1.68,10月23日,1.02,10月11日
054764永昌GX,3910,5000,2,0.78,0.74,0.53,0.95,10月5日,0.53,10月24日
054765永昌GY,220380,724000,9,0.3,0.38,0.26,0.55,10月2日,0.21,10月22日
054766永昌GZ,18010,12000,3,1.5,1.62,1.76,1.76,10月29日,1.46,10月1日
054767康和JG,5227220,5048000,285,1.04,1.04,1,1.26,10月15日,0.68,10月29日
054768康和JI,8966270,8695000,262,1.03,1.08,0.81,1.5,10月3日,0.57,10月29日
054769康和JJ,6954150,6086000,137,1.14,1.12,0.85,1.27,10月11日,0.75,10月29日
054770康和JK,2028780,3366000,132,0.6,0.69,0.27,1.12,10月2日,0.2,10月26日
054771康和JL,607960,816000,18,0.75,0.76,0.5,0.86,10月16日,0.41,10月29日
054772國票KR,727080,760000,67,0.96,0.87,0.56,1.09,10月5日,0.55,10月26日
054773日盛5Q,20138430,5516000,311,3.65,3.68,3.54,4.28,10月5日,3,10月1日
054774日盛5R,1688740,1567000,113,1.08,0.93,0.53,1.4,10月4日,0.46,10月29日
054775日盛5S,787690,2535000,95,0.31,0.41,0.18,0.76,10月3日,0.11,10月29日
054776LS永豐,1259960,1715000,119,0.73,0.75,0.75,0.93,10月15日,0.5,10月29日
054777LT永豐,10100,11000,2,0.92,0.96,0.45,1.48,10月3日,0.45,10月26日
054778LU永豐,6213000,4437000,152,1.4,1.38,1.27,1.63,10月8日,1.19,10月1日
054779工銀K5,26600,30000,2,0.89,0.92,0.83,1,10月3日,0.83,10月8日
054780凱基6J,6031640,3015000,150,2,2.04,1.65,2.47,10月18日,1.34,10月26日
054781凱基6L,10448700,4464000,162,2.34,2.42,2.5,3.06,10月5日,1.95,10月25日
054782凱基6M,1427760,1142000,83,1.25,1.22,1.19,1.75,10月3日,0.63,10月26日
054783凱基6P,1437560,2584000,50,0.56,0.54,0.42,0.72,10月2日,0.31,10月29日
054784GE元大,3569800,2648000,152,1.35,1.24,0.71,1.75,10月5日,0.68,10月30日
054785GF元大,4579390,1947000,141,2.35,2.5,2.49,3.36,10月5日,1.87,10月25日
054786GG元大,89140,102000,14,0.87,0.89,0.57,1.15,10月3日,0.57,10月29日
054787GH元大,3405670,4659000,207,0.73,0.83,0.52,1.42,10月1日,0.5,10月26日
054788富邦KY,335660,643000,23,0.52,0.57,0.32,0.78,10月5日,0.32,10月30日
054789富邦LA,26243730,27080000,837,0.97,0.99,0.65,1.51,10月2日,0.38,10月29日
054790富邦LB,8166500,6974000,184,1.17,0.85,0.33,1.59,10月4日,0.33,10月31日
054791富邦LC,4990660,5895000,368,0.85,1,0.46,1.76,10月1日,0.26,10月29日
054792富邦LD,92160,94000,8,0.98,1.02,0.92,1.14,10月8日,0.87,10月30日
054793富邦LE,1556180,3091000,60,0.5,0.44,0.1,0.88,10月3日,0.05,10月29日
054794富邦LF,2773930,3713000,107,0.75,0.78,0.27,1.35,10月2日,0.21,10月29日
054795富邦LG,827620,326000,22,2.54,2.22,1.63,3.08,10月3日,1.63,10月31日
054796亞東71,569670,422000,39,1.35,1.39,1.12,1.84,10月3日,0.92,10月26日
054797亞東72,15200,10000,1,1.52,1.52,1.52,1.52,10月5日,1.52,10月5日
054798亞東73,96780,154000,19,0.63,0.71,0.38,1.13,10月1日,0.38,10月30日
054799兆豐L3,261850,227000,8,1.15,1.16,1.1,1.32,10月5日,0.98,10月1日
054800兆豐L4,496620,800000,21,0.62,0.49,0.25,0.87,10月9日,0.25,10月30日
054801兆豐L5,3525590,3231000,77,1.09,1.08,0.96,1.26,10月24日,0.83,10月11日
054802兆豐L6,3095490,4861000,304,0.64,0.9,0.38,1.45,10月9日,0.37,10月31日
054803兆豐L7,355800,835000,30,0.43,0.37,0.18,0.51,10月2日,0.18,10月30日
054804兆豐L8,797380,4533000,85,0.18,0.15,0.03,0.29,10月3日,0.02,10月31日
054805兆豐L9,444800,1395000,91,0.32,0.24,0.1,0.41,10月11日,0.1,10月31日
054806兆豐M1,2262460,2514000,123,0.9,0.71,0.33,1.18,10月5日,0.33,10月31日
054807兆豐M2,13590,56000,7,0.24,0.27,0.15,0.33,10月5日,0.15,10月31日
054808兆豐M3,354100,510000,14,0.69,0.52,0.08,0.89,10月1日,0.08,10月30日
054809第一4Q,268750,483000,24,0.56,0.53,0.52,0.6,10月9日,0.4,10月26日
054810第一4R,250990,264000,18,0.95,0.85,0.52,1.07,10月8日,0.52,10月31日
054811國泰D7,3874550,4535000,105,0.85,0.89,0.57,1.24,10月2日,0.54,10月31日
054812大華3A,1194090,1910000,88,0.63,0.56,0.15,0.91,10月12日,0.15,10月29日
054813大華3B,378610,1036000,18,0.37,0.43,0.28,0.63,10月5日,0.25,10月29日
054814日盛5U,1442510,3138000,105,0.46,0.59,0.17,1.07,10月1日,0.15,10月29日
054815日盛5V,9824850,5893000,360,1.67,1.59,0.46,2.84,10月2日,0.25,10月29日
054816群益KG,1181830,1191000,48,0.99,1.06,0.5,1.74,10月3日,0.31,10月29日
054817群益KH,25125000,10125000,707,2.48,3.51,1.65,5.35,10月2日,1.15,10月30日
054818群益KI,2731110,4328000,73,0.63,0.58,0.24,0.9,10月1日,0.24,10月30日
054819群益KL,366150,1925000,54,0.19,0.22,0.15,0.36,10月5日,0.1,10月29日
054820群益KM,98010,118000,5,0.83,0.88,0.79,0.99,10月1日,0.79,10月12日
054821群益KN,14110690,13416000,268,1.05,0.9,0.49,1.28,10月4日,0.43,10月29日
054822群益KP,3030320,4270000,83,0.71,0.76,0.46,1.09,10月11日,0.45,10月19日
054823群益KQ,581510,824000,41,0.71,0.71,0.55,0.85,10月9日,0.55,10月26日
054824LV永豐,1580340,1821000,45,0.87,0.74,0.37,1.13,10月1日,0.37,10月25日
054825LW永豐,1030880,1618000,27,0.64,0.73,0.73,0.82,10月2日,0.56,10月11日
054826LX永豐,680850,1850000,35,0.37,0.36,0.11,0.58,10月4日,0.11,10月31日
054827元富5F,2055730,1161000,111,1.77,1.84,1.06,2.45,10月5日,1.06,10月31日
054828元富5H,823800,1032000,52,0.8,0.75,0.43,1.01,10月9日,0.43,10月29日
054829元富5J,21469650,5188000,149,4.14,4.18,3.83,4.88,10月25日,3.51,10月1日
054830凱基6Q,1271300,6879000,110,0.18,0.27,0.07,0.82,10月1日,0.07,10月26日
054831凱基6U,17050,10000,2,1.7,1.7,1.72,1.72,10月9日,1.69,10月8日
054832凱基6V,2887400,670000,21,4.31,4.38,4.31,4.75,10月5日,4.02,10月26日
054833兆豐M4,6692100,15574000,266,0.43,0.44,0.39,0.63,10月9日,0.26,10月29日
054834GI元大,2186240,1997000,100,1.09,1.36,0.73,2.07,10月2日,0.7,10月29日
054835GJ元大,591670,562000,24,1.05,1.12,0.88,1.46,10月8日,0.86,10月30日
054836GK元大,2416270,1682000,128,1.44,1.2,0.75,1.63,10月5日,0.69,10月29日
054837GL元大,16793970,11974000,720,1.4,1.37,1.42,1.6,10月8日,1.16,10月24日
054838亞東74,336810,251000,6,1.34,1.34,1.37,1.39,10月1日,1.27,10月4日
054839富邦LJ,141430,370000,44,0.38,0.41,0.26,0.58,10月5日,0.25,10月26日
054840富邦LK,2073210,4875000,220,0.43,0.36,0.17,0.56,10月5日,0.17,10月31日
054841富邦LM,2546290,2259000,95,1.13,1.11,0.71,1.53,10月5日,0.71,10月31日
054842富邦LN,6858800,4716000,79,1.45,1.21,0.7,1.7,10月5日,0.7,10月29日
054843富邦LP,11030470,3425000,188,3.22,3.24,3.02,3.77,10月5日,2.76,10月1日
054844富邦LR,12247620,5854000,413,2.09,2.13,0.71,3.75,10月2日,0.46,10月29日
054845大眾3S,1719090,1670000,32,1.03,0.83,0.49,1.09,10月3日,0.49,10月23日
054846大眾4S,156640,707000,28,0.22,0.22,0.09,0.39,10月5日,0.09,10月30日
054847大眾5S,2784850,2743000,51,1.02,0.89,0.44,1.12,10月3日,0.44,10月31日
054848第一4S,468750,988000,31,0.47,0.45,0.36,0.53,10月15日,0.28,10月29日
054850凱基6Y,1161170,1020000,86,1.14,1.14,1.15,1.31,10月5日,0.97,10月22日
054851凱基6Z,10613230,12545000,358,0.85,0.97,0.59,1.41,10月11日,0.52,10月22日
054852日盛5W,443040,192000,52,2.31,2.03,1.54,2.61,10月5日,1.36,10月29日
054853日盛5X,10844450,13179000,601,0.82,0.86,0.84,1.29,10月3日,0.55,10月29日
054854富邦LS,597640,1030000,50,0.58,0.48,0.31,0.7,10月1日,0.27,10月26日
054856富邦LU,5142100,3135000,142,1.64,1.56,0.9,2.23,10月4日,0.89,10月29日
054857富邦LV,2282350,2091000,49,1.09,1.05,1.13,1.14,10月16日,0.88,10月8日
054858富邦LW,1712530,3359000,66,0.51,0.65,0.18,1.09,10月1日,0.18,10月30日
054859富邦LX,3602340,3833000,168,0.94,1.01,0.52,1.5,10月4日,0.46,10月29日
054860GR元大,15061210,10106000,571,1.49,1.39,1.47,1.87,10月31日,1.02,10月11日
054861統一EF,31820740,29001000,1146,1.1,1.04,0.86,1.4,10月4日,0.72,10月29日
054862國泰D9,612930,1348000,34,0.45,0.51,0.37,0.61,10月5日,0.37,10月24日
054863MA永豐,1119110,2547000,43,0.44,0.4,0.17,0.62,10月2日,0.17,10月30日
054864MB永豐,177940,770000,28,0.23,0.22,0.08,0.4,10月1日,0.08,10月30日
054865群益KT,260250,660000,26,0.39,0.4,0.24,0.54,10月19日,0.24,10月31日
054866群益KU,267650,484000,27,0.55,0.56,0.57,0.64,10月19日,0.5,10月29日
054867群益KV,932790,1617000,60,0.58,0.47,0.1,0.78,10月5日,0.1,10月31日
054868群益KW,5989780,6428000,233,0.93,0.94,0.73,1.19,10月3日,0.64,10月9日
054869群益KX,59230,87000,9,0.68,0.69,0.47,0.89,10月3日,0.47,10月29日
054870群益KY,25021740,19917000,615,1.26,1.15,0.7,1.71,10月5日,0.68,10月29日
054871群益KZ,245180,935000,28,0.26,0.28,0.1,0.43,10月2日,0.1,10月31日
054872群益LA,110400,210000,6,0.53,0.51,0.41,0.57,10月5日,0.41,10月31日
054873工銀K6,494780,772000,50,0.64,0.61,0.26,0.95,10月1日,0.26,10月29日
054874工銀K7,320720,1045000,130,0.31,0.48,0.31,0.59,10月2日,0.25,10月24日
054875工銀K8,3945640,5599000,135,0.7,0.73,0.71,0.88,10月9日,0.58,10月26日
054876工銀K9,825350,1588000,24,0.52,0.47,0.31,0.61,10月5日,0.31,10月30日
054877兆豐M5,82540,372000,7,0.22,0.32,0.19,0.44,10月5日,0.19,10月22日
054878兆豐M6,1521500,2145000,44,0.71,0.79,0.65,1.16,10月3日,0.5,10月29日
054879兆豐M7,80010,343000,17,0.23,0.27,0.19,0.37,10月1日,0.19,10月22日
054880永昌HA,2070660,2262000,44,0.92,0.84,0.5,1.02,10月9日,0.5,10月29日
054881永昌HB,39400,104000,10,0.38,0.45,0.25,0.69,10月2日,0.25,10月31日
054882永昌HC,12500,10000,1,1.25,1.25,1.25,1.25,10月8日,1.25,10月8日
054883永昌HD,3611610,8744000,157,0.41,0.38,0.23,0.53,10月1日,0.23,10月31日
054884凱基7B,616390,878000,23,0.7,0.67,0.46,0.86,10月1日,0.46,10月26日
054885凱基7C,1509760,3026000,50,0.5,0.51,0.29,0.71,10月1日,0.29,10月30日
054886凱基7F,3465520,1862000,93,1.86,2.1,2.56,2.56,10月31日,1.65,10月19日
054887凱基7G,53450,37000,6,1.44,1.61,1.18,1.81,10月5日,1.09,10月19日
054888凱基7H,18188800,8597000,174,2.12,1.96,1.54,2.42,10月17日,1.37,10月29日
054889凱基7J,302900,202000,6,1.5,1.47,1.49,1.57,10月8日,1.33,10月16日
054890GX元大,17615570,14051000,616,1.25,1.29,1.06,1.57,10月17日,0.86,10月29日
054891GY元大,11595100,14636000,653,0.79,0.81,0.57,1.04,10月17日,0.43,10月29日
054892GZ元大,8621460,9948000,374,0.87,0.96,0.76,1.18,10月17日,0.63,10月30日
054893HA元大,10560470,10990000,319,0.96,1,0.86,1.17,10月17日,0.75,10月30日
054894HB元大,40297820,29523000,776,1.36,1.4,1.21,1.77,10月5日,1.15,10月31日
054895HC元大,3965780,12583000,317,0.32,0.35,0.17,0.54,10月2日,0.16,10月31日
054896HD元大,17780520,12855000,396,1.38,1.42,1.07,2.13,10月3日,0.88,10月29日
054897國泰E2,6295080,9444000,234,0.67,0.79,0.59,0.98,10月17日,0.47,10月30日
054898國泰E3,21495530,16849000,560,1.28,1.21,0.83,1.57,10月17日,0.64,10月30日
054899國泰E4,615420,798000,22,0.77,0.75,0.68,0.88,10月17日,0.68,10月22日
054900國泰E5,3096190,2771000,93,1.12,1.11,0.78,1.46,10月17日,0.63,10月29日
054901國泰E6,1105820,2358000,82,0.47,0.45,0.1,0.73,10月1日,0.1,10月31日
054902元富5N,1029300,980000,36,1.05,1.05,1.01,1.3,10月19日,0.83,10月11日
054903元富5P,729480,2551000,53,0.29,0.3,0.17,0.48,10月2日,0.16,10月29日
054904元富5Q,2840430,2508000,45,1.13,1.03,0.73,1.23,10月9日,0.73,10月22日
054905元富5T,8636950,20551000,497,0.42,0.41,0.31,0.53,10月17日,0.24,10月30日
054906元富5U,97100,128000,19,0.76,0.74,0.46,0.91,10月17日,0.45,10月29日
054907元富5V,27119540,21715000,625,1.25,1.18,0.76,2.09,10月4日,0.63,10月29日
054908元富5W,39170,73000,18,0.54,0.55,0.38,0.63,10月17日,0.38,10月29日
054909元富5Z,333930,364000,30,0.92,0.9,0.92,1.03,10月15日,0.77,10月23日
054910元富6A,889030,1072000,43,0.83,0.78,0.55,1.09,10月2日,0.4,10月29日
054911康和JM,357680,594000,22,0.6,0.64,0.45,0.9,10月2日,0.32,10月29日
054912康和JN,1626500,1527000,27,1.07,0.88,0.51,1.4,10月2日,0.51,10月23日
054913康和JP,4536610,2524000,65,1.8,1.87,1.67,2.4,10月5日,1.42,10月29日
054914日盛6A,1179970,2043000,62,0.58,0.57,0.16,0.8,10月8日,0.16,10月29日
054915日盛6B,974610,1406000,66,0.69,0.71,0.5,0.84,10月17日,0.41,10月29日
054916日盛6C,200950,239000,10,0.84,0.9,0.65,1.24,10月17日,0.57,10月29日
054917大華3C,768730,946000,25,0.81,0.78,0.59,1,10月17日,0.49,10月29日
