,民國101年08月,,,,,,,Aug-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
050002群益1J,9064860,8743000,175,1.04,1.07,0.82,1.85,8月6日,0.61,8月1日
050004群益1L,470320,560000,20,0.84,0.75,0.87,1.06,8月28日,0.47,8月14日
050006中信04,7970,797000,14,0.01,0.01,0.01,0.01,8月23日,0.01,8月23日
050007中信05,10890,99000,1,0.11,0.11,0.11,0.11,8月17日,0.11,8月17日
050008中信06,1926080,3001000,222,0.64,0.65,0.69,0.97,8月16日,0.36,8月7日
050009永豐81,40,4000,4,0.01,0.01,0.01,0.01,8月24日,0.01,8月24日
050012永豐85,15470,16000,5,0.97,0.97,1.01,1.05,8月6日,0.88,8月3日
050015康和DN,77180,456000,32,0.17,0.16,0.07,0.33,8月17日,0.07,8月31日
050016康和DP,400,40000,1,0.01,0.01,0.01,0.01,8月28日,0.01,8月28日
050019國票EU,29450,150000,13,0.2,0.18,0.09,0.35,8月1日,0.09,8月31日
050021工銀06,451670,298000,14,1.52,1.57,1.42,1.65,8月21日,1.4,8月23日
050024兆豐LK,27800,280000,10,0.1,0.09,0.09,0.12,8月6日,0.07,8月15日
050025兆豐LL,601900,2574000,66,0.23,0.22,0.26,0.3,8月17日,0.16,8月16日
050027兆豐LN,5400,270000,6,0.02,0.02,0.02,0.02,8月14日,0.02,8月14日
050028兆豐LP,100,10000,1,0.01,0.01,0.01,0.01,8月24日,0.01,8月24日
050030大眾4K,68780,238000,4,0.29,0.25,0.19,0.32,8月10日,0.18,8月30日
0500316T富邦,76700,909000,29,0.08,0.07,0.06,0.11,8月14日,0.03,8月7日
0500326U富邦,7832970,4648000,69,1.69,1.67,1.67,1.92,8月16日,1.37,8月3日
0500336V富邦,200,10000,1,0.02,0.02,0.02,0.02,8月8日,0.02,8月8日
0500346W富邦,789570,2131000,40,0.37,0.39,0.51,0.65,8月16日,0.25,8月7日
050036永豐87,63890,644000,7,0.1,0.09,0.07,0.11,8月6日,0.07,8月21日
050037中信07,2986400,3242000,79,0.92,0.82,0.66,1.15,8月27日,0.64,8月31日
050038中信08,2550,255000,2,0.01,0.01,0.01,0.01,8月6日,0.01,8月6日
050039大華AT,360750,1996000,29,0.18,0.16,0.1,0.32,8月1日,0.1,8月23日
050040大華AU,6930,198000,2,0.04,0.04,0.03,0.04,8月14日,0.03,8月23日
050041大華AV,200970,2551000,97,0.08,0.08,0.08,0.11,8月1日,0.06,8月7日
050043日盛ML,86730,3684000,58,0.02,0.02,0.01,0.04,8月8日,0.01,8月31日
050044日盛MM,807700,1894000,57,0.43,0.39,0.13,0.6,8月10日,0.13,8月30日
050045日盛MN,32800,110000,10,0.3,0.26,0.07,0.44,8月8日,0.07,8月29日
050047日盛MQ,239500,2002000,33,0.12,0.14,0.08,0.27,8月28日,0.08,8月31日
050048日盛MR,400,10000,1,0.04,0.04,0.04,0.04,8月15日,0.04,8月15日
050049日盛MS,26800,328000,6,0.08,0.08,0.1,0.11,8月23日,0.04,8月14日
0500516Y富邦,51200,140000,8,0.37,0.36,0.38,0.44,8月1日,0.3,8月7日
0500537A富邦,686890,4043000,167,0.17,0.19,0.08,0.27,8月24日,0.08,8月31日
0500547B富邦,4620,70000,5,0.07,0.06,0.04,0.08,8月23日,0.04,8月28日
050055H7元大,1356490,1006000,78,1.35,1.34,1.05,1.63,8月9日,1.01,8月30日
050056H8元大,127270,867000,14,0.15,0.15,0.11,0.19,8月20日,0.1,8月1日
050057H9元大,942680,2792000,42,0.34,0.32,0.2,0.39,8月1日,0.2,8月23日
050058I1元大,8071490,18399000,563,0.44,0.41,0.4,0.64,8月15日,0.25,8月6日
050059永豐89,20860,2084000,44,0.01,0.01,0.01,0.02,8月3日,0.01,8月24日
050061群益1M,885950,2417000,143,0.37,0.33,0.12,0.55,8月1日,0.12,8月30日
050062群益1N,878500,1516000,160,0.58,0.53,0.47,0.75,8月1日,0.38,8月30日
050064群益1U,1368650,459000,57,2.98,2.95,2.82,3.26,8月1日,2.64,8月8日
050065群益1V,1399510,2428000,54,0.58,0.72,1.18,1.2,8月31日,0.4,8月28日
050066群益1W,2288980,1931000,108,1.19,1.28,1.34,2.18,8月9日,0.71,8月3日
050067群益1X,1656660,3134000,117,0.53,0.53,0.31,0.83,8月6日,0.21,8月28日
050069群益1Z,3128380,5134000,150,0.61,0.8,1.17,1.45,8月24日,0.2,8月1日
050070群益2B,7800,780000,16,0.01,0.01,0.01,0.01,8月28日,0.01,8月28日
050071群益2C,349710,2233000,80,0.16,0.16,0.05,0.28,8月10日,0.05,8月31日
050072群益2D,1051300,8206000,186,0.13,0.14,0.12,0.21,8月14日,0.04,8月3日
050073群益2G,360300,80000,5,4.5,4.47,4.47,4.56,8月14日,4.47,8月15日
050075群益2I,597370,1540000,50,0.39,0.37,0.18,0.5,8月17日,0.18,8月28日
050076大華AX,210060,197000,12,1.07,1.12,1.17,1.24,8月7日,0.97,8月3日
050078大華AZ,450,45000,2,0.01,0.01,0.01,0.01,8月28日,0.01,8月28日
050079大華BA,19100,120000,7,0.16,0.14,0.01,0.28,8月17日,0.01,8月27日
050080大華BB,100,10000,1,0.01,0.01,0.01,0.01,8月7日,0.01,8月7日
050081大華BC,174520,923000,26,0.19,0.21,0.14,0.36,8月28日,0.13,8月30日
050082日盛MV,22420,1121000,17,0.02,0.02,0.02,0.02,8月28日,0.02,8月28日
050083日盛MW,139380,553000,17,0.25,0.29,0.27,0.45,8月17日,0.19,8月29日
050084國泰MA,217900,1115000,15,0.2,0.2,0.14,0.26,8月16日,0.12,8月31日
050087凱基H1,100,5000,1,0.02,0.02,0.02,0.02,8月9日,0.02,8月9日
050088第一NC,98600,287000,10,0.34,0.35,0.46,0.48,8月16日,0.27,8月8日
050090兆豐LR,2769060,7125000,319,0.39,0.34,0.51,0.57,8月24日,0.16,8月1日
050092兆豐LT,652710,3186000,69,0.2,0.2,0.17,0.26,8月27日,0.15,8月6日
050093兆豐LU,98380,200000,16,0.49,0.48,0.51,0.59,8月27日,0.29,8月8日
050095兆豐LW,1263570,1615000,77,0.78,0.83,1.21,1.26,8月31日,0.51,8月6日
050096兆豐LX,13950,1030000,14,0.01,0.01,0.01,0.02,8月16日,0.01,8月20日
050097兆豐LY,863300,1907000,128,0.45,0.44,0.25,0.61,8月10日,0.25,8月28日
050098兆豐LZ,350,5000,1,0.07,0.07,0.07,0.07,8月1日,0.07,8月1日
050099兆豐MA,5424510,2891000,57,1.88,1.9,1.86,2.13,8月16日,1.63,8月3日
050101兆豐MC,311310,992000,40,0.31,0.3,0.29,0.43,8月28日,0.19,8月6日
050102兆豐MD,100500,50000,1,2.01,2.01,2.01,2.01,8月20日,2.01,8月20日
050103兆豐ME,830830,1265000,131,0.66,0.62,0.46,0.88,8月9日,0.44,8月29日
050104統一C3,364490,1729000,25,0.21,0.29,0.32,0.44,8月16日,0.16,8月7日
050105統一C4,4350,435000,5,0.01,0.01,0.01,0.01,8月29日,0.01,8月29日
050106統一C7,3600,20000,2,0.18,0.18,0.16,0.2,8月21日,0.16,8月22日
050107永豐94,550,25000,3,0.02,0.02,0.03,0.03,8月10日,0.02,8月8日
050108永豐96,600,60000,1,0.01,0.01,0.01,0.01,8月3日,0.01,8月3日
050109永豐99,7500,150000,3,0.05,0.05,0.05,0.05,8月6日,0.05,8月6日
050110大展J2,35500,120000,12,0.3,0.29,0.3,0.32,8月9日,0.23,8月7日
050111大展J3,3120,6000,1,0.52,0.52,0.52,0.52,8月31日,0.52,8月31日
050114大展J6,120,1000,1,0.12,0.12,0.12,0.12,8月1日,0.12,8月1日
050118康和DS,164960,561000,18,0.29,0.42,0.2,0.65,8月1日,0.2,8月30日
050120康和DU,265300,1507000,75,0.18,0.17,0.11,0.3,8月10日,0.11,8月27日
050121康和DV,2640,44000,1,0.06,0.06,0.06,0.06,8月15日,0.06,8月15日
050122大華BD,365980,3984000,78,0.09,0.09,0.11,0.17,8月24日,0.05,8月16日
050124大華BF,100980,509000,12,0.2,0.16,0.15,0.23,8月15日,0.1,8月29日
050125大華BG,12450,206000,4,0.06,0.07,0.06,0.09,8月14日,0.06,8月21日
050126大華BH,80,1000,1,0.08,0.08,0.08,0.08,8月22日,0.08,8月22日
050127大華BI,7230,87000,6,0.08,0.09,0.05,0.14,8月9日,0.05,8月22日
050129大華BK,430420,1119000,32,0.38,0.41,0.26,0.54,8月1日,0.24,8月30日
050130大華BL,800,80000,2,0.01,0.01,0.01,0.01,8月27日,0.01,8月27日
0501317C富邦,30000,200000,2,0.15,0.15,0.15,0.15,8月20日,0.15,8月20日
0501327D富邦,55920,28000,21,2,2.02,2.09,2.29,8月3日,1.76,8月14日
050136國泰ME,767300,2129000,62,0.36,0.35,0.26,0.5,8月1日,0.22,8月29日
050137國泰MF,121270,2695000,46,0.04,0.05,0.1,0.1,8月21日,0.02,8月17日
050140工銀09,8940,288000,4,0.03,0.04,0.03,0.06,8月10日,0.03,8月16日
050142工銀11,440,2000,1,0.22,0.22,0.22,0.22,8月24日,0.22,8月24日
050145永昌AR,220,1000,1,0.22,0.22,0.22,0.22,8月22日,0.22,8月22日
050147永昌AT,4000,40000,1,0.1,0.1,0.1,0.1,8月10日,0.1,8月10日
050148永昌AU,2900,145000,2,0.02,0.02,0.02,0.02,8月9日,0.02,8月9日
050149永昌AV,59400,495000,6,0.12,0.12,0.12,0.12,8月1日,0.12,8月1日
050150永昌AW,770,3000,2,0.26,0.25,0.23,0.27,8月17日,0.23,8月20日
050151永昌AX,187580,540000,27,0.35,0.3,0.39,0.42,8月9日,0.19,8月6日
050154統一D1,3080,44000,1,0.07,0.07,0.07,0.07,8月15日,0.07,8月15日
050157凱基H3,90300,290000,9,0.31,0.29,0.29,0.41,8月1日,0.21,8月3日
050158凱基H4,43500,300000,4,0.14,0.15,0.16,0.16,8月10日,0.13,8月9日
050159凱基H5,338660,112000,9,3.02,3.11,3.11,3.22,8月8日,2.94,8月13日
050160凱基H6,49630,171000,4,0.29,0.26,0.03,0.5,8月14日,0.03,8月28日
050162凱基H9,5770,577000,62,0.01,0.01,0.01,0.01,8月23日,0.01,8月23日
050164凱基J2,476240,1721000,55,0.28,0.26,0.17,0.36,8月10日,0.16,8月29日
050165凱基J3,80140,585000,14,0.14,0.14,0.13,0.21,8月28日,0.09,8月29日
050166I4元大,3200,65000,2,0.05,0.04,0.05,0.05,8月15日,0.04,8月7日
050167I5元大,1762850,1411000,72,1.25,1.26,1.31,1.58,8月14日,0.71,8月28日
050168I6元大,668170,2797000,56,0.24,0.23,0.17,0.31,8月16日,0.15,8月28日
050169I7元大,40700,100000,4,0.41,0.42,0.39,0.51,8月9日,0.3,8月30日
050173國票FA,53150,512000,9,0.1,0.1,0.08,0.14,8月21日,0.07,8月23日
050174國票FB,4800,12000,7,0.4,0.42,0.38,0.47,8月6日,0.36,8月1日
050175國票FC,376440,224000,27,1.68,1.64,1.29,2.08,8月21日,1.17,8月1日
050176國票FD,3720,19000,3,0.2,0.21,0.24,0.24,8月7日,0.18,8月1日
050178國票FF,12420,203000,6,0.06,0.06,0.08,0.08,8月16日,0.04,8月3日
050179國票FG,990,99000,1,0.01,0.01,0.01,0.01,8月16日,0.01,8月16日
050181日盛NA,305850,594000,11,0.51,0.51,0.44,0.63,8月20日,0.38,8月1日
050182日盛NB,17770,1260000,24,0.01,0.02,0.01,0.04,8月8日,0.01,8月27日
050184日盛ND,41700,110000,5,0.38,0.37,0.31,0.42,8月6日,0.31,8月9日
050185日盛NE,62100,30000,1,2.07,2.07,2.07,2.07,8月7日,2.07,8月7日
050186日盛NF,7630,218000,17,0.04,0.03,0.01,0.04,8月14日,0.01,8月29日
050187群益2K,11500,50000,1,0.23,0.23,0.23,0.23,8月27日,0.23,8月27日
050188群益2L,73970,459000,16,0.16,0.17,0.07,0.23,8月16日,0.05,8月29日
050190群益2N,2700,10000,1,0.27,0.27,0.27,0.27,8月29日,0.27,8月29日
050191群益2P,46530,198000,2,0.24,0.24,0.21,0.26,8月23日,0.21,8月24日
050194群益2S,2000,10000,1,0.2,0.2,0.2,0.2,8月9日,0.2,8月9日
050195群益2T,554440,290000,9,1.91,1.89,1.84,2.13,8月16日,1.82,8月7日
050196群益2U,61000,246000,8,0.25,0.22,0.11,0.39,8月3日,0.11,8月30日
050197群益2V,1000,10000,1,0.1,0.1,0.1,0.1,8月17日,0.1,8月17日
050199群益2Y,990,99000,1,0.01,0.01,0.01,0.01,8月21日,0.01,8月21日
050200群益2Z,400,40000,2,0.01,0.01,0.01,0.01,8月7日,0.01,8月7日
050201群益3A,352550,701000,10,0.5,0.51,0.6,0.61,8月20日,0.36,8月1日
050202群益3B,1000,20000,1,0.05,0.05,0.05,0.05,8月17日,0.05,8月17日
050203群益3C,4400,44000,1,0.1,0.1,0.1,0.1,8月15日,0.1,8月15日
050204群益3D,45110,278000,14,0.16,0.16,0.08,0.26,8月6日,0.08,8月23日
0502051A永豐,54440,382000,12,0.14,0.14,0.2,0.2,8月29日,0.07,8月1日
0502061B永豐,1299230,6070000,98,0.21,0.21,0.24,0.35,8月28日,0.11,8月15日
0502071C永豐,236500,1819000,25,0.13,0.14,0.09,0.17,8月13日,0.09,8月24日
0502081D永豐,3970,347000,8,0.01,0.02,0.02,0.02,8月13日,0.01,8月1日
050209大眾5K,1360,34000,1,0.04,0.04,0.04,0.04,8月15日,0.04,8月15日
050211大眾7K,3300,20000,2,0.16,0.16,0.13,0.2,8月9日,0.13,8月13日
050212大眾8K,32670,594000,6,0.06,0.05,0.05,0.06,8月20日,0.05,8月20日
050214亞東MX,12400,310000,5,0.04,0.04,0.04,0.04,8月13日,0.04,8月13日
050216亞東MZ,279870,970000,19,0.29,0.26,0.14,0.4,8月9日,0.14,8月22日
050217亞東NA,296380,799000,18,0.37,0.4,0.27,0.63,8月15日,0.23,8月7日
050218亞東NB,4080,249000,4,0.02,0.02,0.01,0.02,8月20日,0.01,8月31日
050219亞東NC,7140,34000,5,0.21,0.21,0.16,0.26,8月17日,0.16,8月24日
050220國泰MH,8300,10000,1,0.83,0.83,0.83,0.83,8月15日,0.83,8月15日
050221I8元大,844170,646000,36,1.31,1.35,1.26,1.59,8月21日,1.09,8月6日
050223J1元大,280070,1596000,35,0.18,0.16,0.05,0.27,8月9日,0.05,8月30日
0502261I永豐,38700,294000,13,0.13,0.14,0.1,0.17,8月16日,0.1,8月20日
0502271P永豐,10,1000,1,0.01,0.01,0.01,0.01,8月10日,0.01,8月10日
0502297G富邦,165770,514000,46,0.32,0.31,0.16,0.43,8月9日,0.16,8月31日
0502327L富邦,15350,1384000,23,0.01,0.03,0.04,0.05,8月27日,0.01,8月28日
0502337N富邦,902460,5256000,74,0.17,0.17,0.1,0.23,8月6日,0.1,8月24日
050236中信11,1342420,1986000,88,0.68,0.55,0.11,0.88,8月6日,0.11,8月31日
050237中信12,2505890,6768000,149,0.37,0.35,0.22,0.45,8月13日,0.22,8月31日
050238中信13,3168310,2400000,165,1.32,1.4,2.25,2.25,8月29日,0.55,8月1日
050239大華BN,7550,135000,4,0.06,0.05,0.05,0.06,8月8日,0.05,8月8日
050241大華BQ,160,16000,1,0.01,0.01,0.01,0.01,8月1日,0.01,8月1日
050242大華BR,186420,713000,27,0.26,0.29,0.36,0.5,8月15日,0.09,8月29日
050243大華BS,368400,273000,28,1.35,1.31,1.21,1.61,8月14日,1.09,8月24日
0502487R富邦,95180,198000,3,0.48,0.51,0.42,0.56,8月17日,0.42,8月20日
0502507U富邦,74640,488000,7,0.15,0.15,0.13,0.2,8月16日,0.11,8月13日
050251日盛NJ,2168040,1778000,72,1.22,1.1,1.2,1.42,8月14日,0.84,8月7日
050253日盛NL,195200,2047000,29,0.1,0.09,0.02,0.16,8月13日,0.02,8月31日
050254日盛NN,83860,319000,10,0.26,0.31,0.24,0.45,8月8日,0.23,8月21日
050255日盛NP,6040,107000,7,0.06,0.08,0.07,0.13,8月23日,0.05,8月17日
050256日盛NQ,110,1000,1,0.11,0.11,0.11,0.11,8月17日,0.11,8月17日
050257日盛NR,1946090,1080000,34,1.8,1.77,1.89,2.1,8月16日,1.37,8月3日
050259國票FH,1000,10000,1,0.1,0.1,0.1,0.1,8月13日,0.1,8月13日
050260國票FI,8900,88000,4,0.1,0.11,0.06,0.13,8月21日,0.06,8月24日
050261國票FJ,24000,510000,6,0.05,0.05,0.04,0.05,8月6日,0.04,8月8日
050262國票FK,28180,202000,5,0.14,0.12,0.09,0.18,8月9日,0.09,8月23日
050263國票FL,1029410,3698000,115,0.28,0.26,0.28,0.37,8月17日,0.18,8月7日
050266國票FP,850,15000,2,0.06,0.04,0.08,0.08,8月22日,0.01,8月17日
050267國泰MK,180,3000,1,0.06,0.06,0.06,0.06,8月14日,0.06,8月14日
050268國泰ML,133930,989000,25,0.14,0.14,0.11,0.19,8月17日,0.08,8月29日
0502691R永豐,1350,20000,2,0.07,0.06,0.07,0.07,8月13日,0.06,8月8日
050270中信14,145280,610000,13,0.24,0.34,0.16,0.5,8月14日,0.16,8月31日
050271中信15,86420,8642000,132,0.01,0.01,0.01,0.01,8月31日,0.01,8月31日
050272凱基J9,100,10000,1,0.01,0.01,0.01,0.01,8月7日,0.01,8月7日
050273兆豐MF,1379830,4635000,210,0.3,0.23,0.09,0.63,8月6日,0.01,8月21日
050274兆豐MG,217910,1594000,18,0.14,0.13,0.11,0.17,8月1日,0.11,8月13日
050275兆豐MH,6280,628000,8,0.01,0.01,0.01,0.01,8月30日,0.01,8月30日
050276兆豐MJ,769210,1105000,30,0.7,0.72,0.64,0.91,8月7日,0.58,8月1日
050278兆豐ML,799350,3276000,88,0.24,0.28,0.17,0.46,8月21日,0.09,8月27日
050279兆豐MM,3190,29000,1,0.11,0.11,0.11,0.11,8月24日,0.11,8月24日
050280K1元大,600,5000,2,0.12,0.12,0.09,0.14,8月10日,0.09,8月28日
050282K3元大,34520,126000,5,0.27,0.29,0.24,0.34,8月16日,0.24,8月24日
050283K4元大,24680,130000,4,0.19,0.13,0.06,0.2,8月7日,0.06,8月30日
050284K5元大,14650,60000,6,0.24,0.23,0.19,0.27,8月17日,0.18,8月20日
050285K6元大,14100,280000,7,0.05,0.05,0.02,0.09,8月14日,0.02,8月28日
050286K7元大,2717040,15645000,270,0.17,0.17,0.15,0.23,8月17日,0.13,8月7日
050287K8元大,2319080,31834000,586,0.07,0.08,0.07,0.12,8月23日,0.05,8月10日
050288K9元大,2846090,28852000,682,0.1,0.11,0.13,0.16,8月22日,0.06,8月7日
050290L2元大,2901490,5246000,199,0.55,0.69,1.07,1.2,8月24日,0.36,8月1日
050291L3元大,179850,1028000,19,0.17,0.21,0.2,0.3,8月27日,0.15,8月9日
050292L4元大,7040,55000,5,0.13,0.12,0.09,0.14,8月8日,0.09,8月22日
050293L5元大,36770,522000,18,0.07,0.06,0.01,0.11,8月17日,0.01,8月31日
050297凱基K4,2415000,3677000,162,0.66,0.63,0.97,1.07,8月31日,0.31,8月29日
050298凱基K7,63250,400000,24,0.16,0.16,0.12,0.24,8月27日,0.11,8月30日
050299大眾9K,3960,99000,1,0.04,0.04,0.04,0.04,8月3日,0.04,8月3日
050302大眾3L,1050,15000,1,0.07,0.07,0.07,0.07,8月13日,0.07,8月13日
050303大眾4L,4620,77000,1,0.06,0.06,0.06,0.06,8月21日,0.06,8月21日
050308大華BU,124700,239000,13,0.52,0.51,0.43,0.69,8月21日,0.4,8月30日
050309群益3F,9500,200000,4,0.05,0.05,0.05,0.05,8月8日,0.04,8月1日
050310群益3G,520420,1459000,24,0.36,0.36,0.32,0.46,8月17日,0.24,8月1日
050312群益3J,105740,824000,14,0.13,0.12,0.08,0.16,8月17日,0.08,8月27日
050314群益3L,127770,628000,16,0.2,0.19,0.12,0.28,8月10日,0.12,8月21日
050315群益3N,11015070,10423000,230,1.06,1.04,1.43,1.56,8月24日,0.62,8月1日
050316中信16,2688690,2186000,106,1.23,1.53,2.24,2.35,8月31日,1,8月3日
050317中信17,4383650,5516000,227,0.79,0.77,0.6,1.09,8月6日,0.49,8月28日
050320工銀15,1010,101000,3,0.01,0.01,0.01,0.01,8月14日,0.01,8月14日
050323工銀18,193100,472000,16,0.41,0.39,0.39,0.47,8月24日,0.32,8月28日
0503257Y富邦,201510,1613000,33,0.12,0.12,0.11,0.16,8月17日,0.1,8月16日
050327統一D4,417310,1760000,52,0.24,0.25,0.13,0.38,8月14日,0.13,8月28日
050328統一D6,7140,51000,1,0.14,0.14,0.14,0.14,8月27日,0.14,8月27日
050331康和DY,2230,223000,3,0.01,0.01,0.01,0.01,8月28日,0.01,8月28日
050334康和EB,182290,370000,17,0.49,0.48,0.28,0.66,8月1日,0.28,8月30日
050335中信18,16132450,36733000,1214,0.44,0.43,0.41,0.7,8月27日,0.06,8月3日
050336中信19,1046800,2645000,39,0.4,0.41,0.27,1.02,8月7日,0.27,8月28日
050337日盛NT,420,21000,1,0.02,0.02,0.02,0.02,8月16日,0.02,8月16日
050338日盛NU,6080,598000,18,0.01,0.01,0.02,0.02,8月14日,0.01,8月7日
050339日盛NY,14350,1435000,21,0.01,0.01,0.01,0.01,8月29日,0.01,8月29日
050340日盛NZ,2558030,2373000,101,1.08,1,0.46,1.3,8月1日,0.46,8月30日
050341日盛XA,179410,602000,10,0.3,0.29,0.11,0.49,8月1日,0.11,8月28日
050342日盛XB,470430,1196000,32,0.39,0.43,0.39,0.56,8月9日,0.3,8月30日
050343日盛XC,30760,164000,5,0.19,0.18,0.2,0.25,8月10日,0.13,8月8日
050345凱基K8,4640710,9745000,245,0.48,0.45,0.55,0.69,8月23日,0.33,8月3日
050346凱基K9,28670,734000,18,0.04,0.05,0.03,0.06,8月17日,0.03,8月27日
050347國泰MM,800,80000,1,0.01,0.01,0.01,0.01,8月17日,0.01,8月17日
050348國泰MQ,43730,159000,8,0.28,0.27,0.27,0.28,8月1日,0.25,8月6日
050349國泰MR,31900,615000,17,0.05,0.05,0.01,0.09,8月1日,0.01,8月28日
050350寶來G7,16886900,16625000,475,1.02,1.07,1.4,1.47,8月24日,0.67,8月1日
050351寶來G8,1752240,2647000,150,0.66,0.64,0.85,0.91,8月24日,0.39,8月1日
050352寶來H2,10530,213000,5,0.05,0.05,0.04,0.07,8月1日,0.04,8月23日
050353寶來H3,107400,1892000,87,0.06,0.06,0.05,0.09,8月27日,0.04,8月13日
050354寶來H5,6713200,8130000,291,0.83,0.79,0.78,0.98,8月27日,0.63,8月7日
050355寶來H6,4838080,5406000,199,0.89,0.89,0.85,1.1,8月27日,0.72,8月8日
050356寶來H7,10502710,18148000,467,0.58,0.57,0.55,0.71,8月27日,0.46,8月8日
050357寶來H9,5391310,27205000,668,0.2,0.2,0.16,0.3,8月27日,0.05,8月3日
050358寶來J1,693670,4368000,92,0.16,0.16,0.15,0.23,8月21日,0.05,8月3日
050359寶來J2,626870,3940000,236,0.16,0.17,0.16,0.23,8月10日,0.1,8月3日
050360寶來J4,78350,5538000,180,0.01,0.02,0.02,0.05,8月1日,0.01,8月23日
050361寶來J5,12750,594000,34,0.02,0.02,0.02,0.03,8月24日,0.01,8月20日
050362寶來J6,55960,4872000,66,0.01,0.02,0.01,0.05,8月1日,0.01,8月29日
050363寶來J7,5380,538000,12,0.01,0.01,0.01,0.01,8月31日,0.01,8月31日
050365寶來J9,13490,1349000,20,0.01,0.01,0.01,0.01,8月28日,0.01,8月28日
050367寶來K4,897540,1848000,51,0.49,0.47,0.36,0.56,8月8日,0.36,8月31日
050368寶來K5,91010,438000,29,0.21,0.21,0.15,0.26,8月17日,0.15,8月29日
050369寶來K6,3467960,4638000,195,0.75,0.68,0.34,1.02,8月1日,0.33,8月29日
050370寶來K7,5976730,5460000,246,1.09,1.15,1.25,1.43,8月17日,0.79,8月1日
050371寶來K8,2341360,1335000,47,1.75,1.71,1.5,1.89,8月22日,1.42,8月31日
0503727Z富邦,2139910,5012000,138,0.43,0.42,0.31,0.65,8月8日,0.3,8月31日
0503738A富邦,10,1000,1,0.01,0.01,0.01,0.01,8月29日,0.01,8月29日
0503758C富邦,120,12000,1,0.01,0.01,0.01,0.01,8月9日,0.01,8月9日
0503761S永豐,40590,500000,8,0.08,0.09,0.07,0.11,8月20日,0.07,8月24日
0503771U永豐,283420,407000,28,0.7,0.7,0.72,0.88,8月21日,0.58,8月7日
0503781V永豐,1354600,11322000,190,0.12,0.12,0.07,0.19,8月14日,0.07,8月31日
0503791X永豐,5120,122000,7,0.04,0.03,0.01,0.07,8月17日,0.01,8月31日
0503801Y永豐,21020,14000,3,1.5,1.52,1.13,1.84,8月15日,1.13,8月27日
0503818D富邦,377640,624000,28,0.61,0.54,0.31,0.67,8月10日,0.31,8月29日
050384亞東NE,160380,1782000,20,0.09,0.09,0.11,0.12,8月14日,0.06,8月7日
050386亞東NG,192680,1115000,15,0.17,0.18,0.29,0.33,8月24日,0.09,8月1日
050387亞東NH,1000,25000,1,0.04,0.04,0.04,0.04,8月13日,0.04,8月13日
050388亞東NJ,72000,450000,60,0.16,0.16,0.15,0.17,8月14日,0.15,8月17日
050389亞東NK,1280,128000,5,0.01,0.01,0.01,0.01,8月23日,0.01,8月23日
050390大華BW,2780,9000,2,0.31,0.31,0.32,0.32,8月10日,0.3,8月9日
050392大華BY,1900,190000,3,0.01,0.01,0.01,0.01,8月22日,0.01,8月22日
0503942A永豐,4180,64000,4,0.07,0.06,0.04,0.07,8月1日,0.04,8月10日
0503962D永豐,480,4000,1,0.12,0.12,0.12,0.12,8月9日,0.12,8月9日
050398群益3S,102200,300000,9,0.34,0.34,0.32,0.44,8月23日,0.26,8月16日
050399群益3T,597600,4624000,65,0.13,0.12,0.07,0.2,8月6日,0.07,8月22日
050400群益3U,1020,17000,1,0.06,0.06,0.06,0.06,8月13日,0.06,8月13日
050401L6元大,515890,2117000,74,0.24,0.27,0.29,0.42,8月16日,0.17,8月8日
050402L7元大,40920,124000,6,0.33,0.32,0.19,0.39,8月8日,0.19,8月27日
050403L8元大,153230,496000,13,0.31,0.25,0.18,0.36,8月23日,0.18,8月30日
050404寶來K9,97600,3049000,69,0.03,0.03,0.03,0.05,8月22日,0.02,8月28日
050405寶來L2,4350,3000,1,1.45,1.45,1.45,1.45,8月6日,1.45,8月6日
050406寶來L3,3424420,1666000,100,2.06,2.03,2.51,2.9,8月24日,1.35,8月1日
050407寶來L4,649440,859000,47,0.76,0.74,0.44,0.96,8月6日,0.44,8月30日
050408寶來L6,1196070,3897000,65,0.31,0.31,0.2,0.38,8月17日,0.2,8月31日
050409寶來L8,567360,1094000,93,0.52,0.51,0.41,0.64,8月14日,0.39,8月3日
050410寶來M3,269850,638000,33,0.42,0.45,0.37,0.53,8月14日,0.36,8月30日
050411寶來M5,32500,218000,3,0.15,0.15,0.14,0.16,8月28日,0.14,8月31日
050412寶來M7,623300,6305000,121,0.1,0.1,0.1,0.13,8月27日,0.06,8月7日
050414永昌BA,110,1000,1,0.11,0.11,0.11,0.11,8月17日,0.11,8月17日
050417永昌BD,100,10000,1,0.01,0.01,0.01,0.01,8月30日,0.01,8月30日
050419永昌BF,622260,1638000,50,0.38,0.34,0.25,0.44,8月9日,0.25,8月29日
050420永昌BG,7558390,5936000,80,1.27,1.29,1.37,1.51,8月21日,1.03,8月13日
050422永昌BJ,2100,10000,1,0.21,0.21,0.21,0.21,8月24日,0.21,8月24日
