,民國101年09月,,,,,,,Sep-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
050293L5元大,8510,851000,12,0.01,0.01,0.01,0.01,9月17日,0.01,9月17日
050297凱基K4,393650,409000,27,0.96,1.06,1.63,1.77,9月14日,0.73,9月6日
050298凱基K7,40340,337000,28,0.12,0.12,0.11,0.15,9月12日,0.11,9月14日
050308大華BU,217040,544000,15,0.4,0.45,0.66,0.66,9月18日,0.3,9月6日
050309群益3F,50,5000,1,0.01,0.01,0.01,0.01,9月10日,0.01,9月10日
050311群益3H,120,1000,1,0.12,0.12,0.12,0.12,9月14日,0.12,9月14日
050314群益3L,900,30000,1,0.03,0.03,0.03,0.03,9月7日,0.03,9月7日
050315群益3N,27551500,23478000,693,1.17,1.37,0.56,2.06,9月14日,0.5,9月28日
050316中信16,752040,316000,26,2.38,2.45,3.46,3.46,9月14日,1.9,9月6日
050317中信17,673820,708000,56,0.95,1.07,1.66,1.68,9月14日,0.61,9月5日
050320工銀15,10,1000,1,0.01,0.01,0.01,0.01,9月3日,0.01,9月3日
050323工銀18,4192270,8004000,154,0.52,0.5,0.55,0.81,9月14日,0.29,9月10日
050327統一D4,12550,264000,6,0.05,0.06,0.04,0.07,9月5日,0.04,9月14日
050328統一D6,4940,72000,7,0.07,0.06,0.01,0.08,9月7日,0.01,9月14日
050332康和DZ,29000,200000,21,0.14,0.15,0.06,0.24,9月17日,0.06,9月19日
050334康和EB,4950,15000,2,0.33,0.38,0.23,0.53,9月3日,0.23,9月14日
050335中信18,6531760,7551000,416,0.87,0.95,1.46,1.78,9月17日,0.5,9月11日
050336中信19,900,10000,1,0.09,0.09,0.09,0.09,9月14日,0.09,9月14日
050337日盛NT,200,10000,1,0.02,0.02,0.02,0.02,9月4日,0.02,9月4日
050339日盛NY,500,50000,1,0.01,0.01,0.01,0.01,9月17日,0.01,9月17日
050340日盛NZ,35200,90000,6,0.39,0.42,0.49,0.53,9月18日,0.29,9月6日
050341日盛XA,30,3000,1,0.01,0.01,0.01,0.01,9月18日,0.01,9月18日
050342日盛XB,1283820,3560000,139,0.36,0.37,0.18,1,9月12日,0.13,9月18日
050345凱基K8,764610,1590000,51,0.48,0.51,0.44,0.74,9月17日,0.23,9月18日
050346凱基K9,46220,1091000,32,0.04,0.06,0.14,0.14,9月19日,0.02,9月11日
050349國泰MR,120,12000,1,0.01,0.01,0.01,0.01,9月3日,0.01,9月3日
050350寶來G7,12907810,9520000,566,1.36,1.42,0.89,1.87,9月14日,0.79,9月28日
050351寶來G8,1569050,1911000,151,0.82,0.86,0.5,1.13,9月14日,0.46,9月28日
050352寶來H2,1000,20000,2,0.05,0.05,0.05,0.05,9月7日,0.05,9月7日
050353寶來H3,66470,976000,45,0.07,0.07,0.07,0.08,9月18日,0.03,9月7日
050354寶來H5,2044470,2304000,157,0.89,0.83,0.53,1.01,9月6日,0.49,9月26日
050355寶來H6,2221050,2382000,128,0.93,0.86,0.47,1.1,9月7日,0.42,9月27日
050356寶來H7,8242310,15097000,513,0.55,0.54,0.3,0.7,9月7日,0.23,9月26日
050357寶來H9,10324850,33435000,868,0.31,0.34,0.21,0.62,9月17日,0.14,9月27日
050358寶來J1,3072480,12136000,202,0.25,0.28,0.17,0.46,9月14日,0.14,9月27日
050359寶來J2,5764620,22516000,655,0.26,0.23,0.19,0.36,9月17日,0.16,9月11日
050360寶來J4,62150,1928000,56,0.03,0.04,0.06,0.06,9月19日,0.02,9月11日
050361寶來J5,61720,1911000,105,0.03,0.04,0.02,0.05,9月14日,0.02,9月26日
050362寶來J6,4900,255000,9,0.02,0.02,0.01,0.02,9月13日,0.01,9月20日
050363寶來J7,3780,367000,10,0.01,0.01,0.01,0.02,9月5日,0.01,9月18日
050365寶來J9,3370,337000,4,0.01,0.01,0.01,0.01,9月14日,0.01,9月14日
050367寶來K4,1361690,3153000,73,0.43,0.4,0.44,0.54,9月19日,0.25,9月7日
050368寶來K5,11330,62000,6,0.18,0.19,0.22,0.22,9月20日,0.14,9月5日
050369寶來K6,1637760,4948000,115,0.33,0.33,0.24,0.5,9月17日,0.24,9月28日
050370寶來K7,8801460,6581000,285,1.34,1.35,1.05,1.77,9月14日,1,9月28日
050371寶來K8,220590,159000,12,1.39,1.4,1.3,1.65,9月14日,1.26,9月6日
0503727Z富邦,138190,670000,14,0.21,0.2,0.11,0.3,9月3日,0.11,9月13日
0503758C富邦,120,12000,1,0.01,0.01,0.01,0.01,9月7日,0.01,9月7日
0503761S永豐,107710,1964000,74,0.05,0.06,0.01,0.1,9月10日,0.01,9月19日
0503771U永豐,196010,203000,9,0.97,1.11,1.25,1.31,9月11日,0.65,9月3日
0503781V永豐,24890,776000,21,0.03,0.03,0.01,0.07,9月3日,0.01,9月18日
0503791X永豐,1300,70000,5,0.02,0.01,0.01,0.04,9月3日,0.01,9月3日
0503818D富邦,21760,94000,8,0.23,0.24,0.27,0.27,9月18日,0.21,9月17日
050384亞東NE,60970,436000,30,0.14,0.14,0.02,0.22,9月5日,0.02,9月20日
050385亞東NF,100,10000,1,0.01,0.01,0.01,0.01,9月3日,0.01,9月3日
050386亞東NG,282650,939000,12,0.3,0.31,0.21,0.46,9月14日,0.2,9月6日
050387亞東NH,3330,54000,4,0.06,0.04,0.01,0.07,9月6日,0.01,9月19日
050390大華BW,7640,102000,3,0.07,0.07,0.05,0.1,9月7日,0.05,9月10日
0503972E永豐,200,20000,2,0.01,0.01,0.01,0.01,9月17日,0.01,9月17日
050399群益3T,14260,1426000,18,0.01,0.01,0.01,0.01,9月11日,0.01,9月11日
050401L6元大,765590,2748000,75,0.28,0.28,0.12,0.45,9月14日,0.12,9月20日
050403L8元大,3210,22000,4,0.15,0.15,0.14,0.19,9月4日,0.12,9月5日
050404寶來K9,1085340,17418000,329,0.06,0.06,0.04,0.1,9月17日,0.02,9月3日
050405寶來L2,68400,30000,1,2.28,2.28,2.28,2.28,9月7日,2.28,9月7日
050406寶來L3,597900,201000,28,2.97,2.79,2.17,3.39,9月11日,2.17,9月28日
050407寶來L4,89920,206000,15,0.44,0.44,0.6,0.6,9月17日,0.32,9月11日
050408寶來L6,3231540,10423000,280,0.31,0.3,0.31,0.53,9月20日,0.15,9月5日
050409寶來L8,2266680,4405000,158,0.51,0.47,0.44,0.6,9月17日,0.33,9月6日
050410寶來M3,60710,146000,14,0.42,0.4,0.38,0.55,9月14日,0.34,9月5日
050411寶來M5,4800,40000,2,0.12,0.13,0.11,0.15,9月3日,0.11,9月7日
050412寶來M7,369320,6944000,101,0.05,0.06,0.03,0.11,9月4日,0.02,9月28日
050413永昌AZ,12600,150000,5,0.08,0.09,0.1,0.1,9月19日,0.06,9月11日
050417永昌BD,250,25000,1,0.01,0.01,0.01,0.01,9月4日,0.01,9月4日
050419永昌BF,16720,45000,3,0.37,0.52,0.7,0.71,9月18日,0.33,9月3日
050420永昌BG,2993150,2734000,40,1.09,1.14,1.06,1.39,9月12日,1,9月10日
050422永昌BJ,1050,5000,1,0.21,0.21,0.21,0.21,9月17日,0.21,9月17日
050424L9元大,1150,95000,7,0.01,0.01,0.01,0.03,9月3日,0.01,9月21日
050425M1元大,17440,1137000,21,0.02,0.01,0.01,0.02,9月7日,0.01,9月21日
050426第一NF,112800,80000,2,1.41,1.41,1.54,1.54,9月7日,1.28,9月6日
050428第一NH,38600,110000,5,0.35,0.32,0.32,0.39,9月6日,0.29,9月4日
050430第一NK,400,20000,2,0.02,0.02,0.01,0.03,9月11日,0.01,9月12日
050431凱基L1,79080,148000,22,0.53,0.48,0.13,0.76,9月11日,0.13,9月19日
050432凱基L2,578930,3812000,73,0.15,0.16,0.16,0.21,9月11日,0.11,9月7日
050433凱基L4,14478590,18776000,475,0.77,0.88,1.03,1.44,9月17日,0.43,9月6日
050438凱基M2,596200,847000,54,0.7,0.74,0.92,1.09,9月19日,0.38,9月5日
050439凱基M3,33650,86000,3,0.39,0.38,0.35,0.4,9月19日,0.35,9月20日
050441凱基M5,1040,4000,2,0.26,0.26,0.06,0.46,9月11日,0.06,9月12日
050442凱基M6,9360,15000,8,0.62,0.71,0.49,0.83,9月17日,0.49,9月21日
050443凱基M7,465980,789000,31,0.59,0.6,0.61,0.85,9月14日,0.48,9月24日
050446凱基N1,28931630,42442000,648,0.68,0.6,0.34,1.04,9月3日,0.32,9月21日
050447凱基N2,1300,20000,2,0.06,0.06,0.02,0.11,9月10日,0.02,9月12日
050448凱基N3,176400,720000,19,0.24,0.25,0.1,0.44,9月13日,0.1,9月21日
050452統一D8,3428070,4709000,86,0.73,0.82,0.5,1.16,9月14日,0.49,9月21日
050453統一D9,6030,603000,14,0.01,0.01,0.01,0.01,9月20日,0.01,9月20日
050456M8元大,100,10000,1,0.01,0.01,0.01,0.01,9月11日,0.01,9月11日
050457M9元大,14550,548000,22,0.03,0.03,0.01,0.08,9月3日,0.01,9月24日
050458N1元大,52330,133000,15,0.39,0.4,0.37,0.58,9月14日,0.27,9月6日
050461群益3Z,762980,1563000,72,0.49,0.49,0.44,0.85,9月14日,0.34,9月6日
050464群益4C,29880,2988000,33,0.01,0.01,0.01,0.01,9月17日,0.01,9月17日
050465群益4D,11210,1071000,16,0.01,0.01,0.01,0.02,9月19日,0.01,9月28日
050466群益4E,373630,4605000,68,0.08,0.08,0.04,0.15,9月4日,0.04,9月25日
050467群益4F,2798380,832000,94,3.36,3.21,2.62,4.69,9月11日,2.21,9月24日
050468群益4G,17149170,11512000,226,1.49,1.27,1.85,1.94,9月20日,0.55,9月6日
0504702I永豐,100,10000,1,0.01,0.01,0.01,0.01,9月21日,0.01,9月21日
050473寶來M9,209300,490000,14,0.43,0.42,0.36,0.52,9月17日,0.36,9月27日
050474寶來N2,171930,485000,29,0.35,0.37,0.34,0.44,9月14日,0.31,9月5日
050475寶來N4,1769600,4431000,136,0.4,0.4,0.18,0.56,9月14日,0.17,9月28日
050476寶來N5,4053320,11999000,331,0.34,0.32,0.17,0.46,9月14日,0.15,9月28日
050477寶來N6,3948450,23944000,670,0.16,0.17,0.08,0.25,9月14日,0.06,9月28日
050478寶來N8,97960,5792000,117,0.02,0.02,0.01,0.04,9月14日,0.01,9月28日
050479寶來N9,135270,4808000,177,0.03,0.04,0.02,0.06,9月13日,0.01,9月28日
050480寶來AC,1100180,3043000,63,0.36,0.35,0.3,0.49,9月17日,0.26,9月11日
050481寶來AD,2859040,7370000,202,0.39,0.35,0.28,0.55,9月17日,0.25,9月10日
050482寶來AE,467070,2117000,43,0.22,0.18,0.12,0.28,9月18日,0.12,9月27日
050483寶來AF,457620,2673000,60,0.17,0.18,0.12,0.28,9月18日,0.12,9月28日
050484寶來AG,729230,6303000,95,0.12,0.13,0.08,0.21,9月4日,0.08,9月28日
050485寶來AH,98950,285000,6,0.35,0.35,0.33,0.41,9月4日,0.32,9月26日
050486寶來AI,8550,31000,5,0.28,0.27,0.23,0.3,9月19日,0.23,9月21日
050487寶來AJ,752440,1237000,72,0.61,0.59,0.45,0.74,9月10日,0.45,9月28日
050489寶來AL,334370,994000,17,0.34,0.31,0.26,0.36,9月19日,0.24,9月26日
050490寶來AM,16280,1608000,27,0.01,0.01,0.01,0.02,9月19日,0.01,9月28日
050491寶來AN,173980,2484000,53,0.07,0.07,0.06,0.1,9月17日,0.06,9月28日
050492寶來AP,553980,2899000,82,0.19,0.17,0.16,0.25,9月17日,0.13,9月7日
050493寶來AQ,351700,2093000,67,0.17,0.13,0.15,0.2,9月24日,0.06,9月3日
050494凱基N5,270,2000,2,0.14,0.14,0.08,0.19,9月5日,0.08,9月6日
050496國票FR,100,10000,1,0.01,0.01,0.01,0.01,9月24日,0.01,9月24日
050497國票FS,11840,1184000,12,0.01,0.01,0.01,0.01,9月21日,0.01,9月21日
050498元富36,650,65000,3,0.01,0.01,0.01,0.01,9月24日,0.01,9月24日
050500元富38,1230,123000,3,0.01,0.01,0.01,0.01,9月21日,0.01,9月21日
0505058K富邦,1980,198000,2,0.01,0.01,0.01,0.01,9月11日,0.01,9月11日
0505078M富邦,690,69000,7,0.01,0.01,0.01,0.01,9月12日,0.01,9月12日
050508元富39,262560,271000,53,0.97,1.01,0.92,1.33,9月11日,0.71,9月21日
050509元富40,1406540,3738000,125,0.38,0.45,0.11,0.88,9月14日,0.08,9月24日
050510元富41,1510,151000,2,0.01,0.01,0.01,0.01,9月17日,0.01,9月17日
050511元富42,5940,297000,4,0.02,0.02,0.01,0.04,9月17日,0.01,9月24日
050512元富43,12960,1296000,18,0.01,0.01,0.01,0.01,9月25日,0.01,9月25日
050514元富45,6800,110000,8,0.06,0.09,0.02,0.2,9月13日,0.02,9月21日
050515元富47,2690,269000,11,0.01,0.01,0.01,0.01,9月25日,0.01,9月25日
050516元富49,960,9000,3,0.11,0.11,0.1,0.12,9月21日,0.1,9月25日
050517元富50,120200,445000,12,0.27,0.24,0.11,0.33,9月17日,0.11,9月20日
050519元富52,1200,120000,2,0.01,0.01,0.01,0.01,9月13日,0.01,9月13日
050521元富54,1813050,2681000,54,0.68,0.64,0.54,1,9月17日,0.47,9月6日
050522元富55,57450,540000,31,0.11,0.08,0.07,0.16,9月20日,0.05,9月14日
050523元富56,50660,656000,10,0.08,0.07,0.03,0.1,9月17日,0.03,9月21日
050524元富58,158180,1955000,88,0.08,0.07,0.01,0.15,9月7日,0.01,9月25日
050525元富59,189090,974000,79,0.19,0.15,0.06,0.37,9月13日,0.02,9月4日
050526元富60,36390,282000,7,0.13,0.11,0.06,0.15,9月21日,0.06,9月24日
050527元富61,11520,1152000,17,0.01,0.01,0.01,0.01,9月18日,0.01,9月18日
050528元富62,1400,80000,5,0.02,0.02,0.01,0.04,9月4日,0.01,9月27日
050529兆豐MN,7800,330000,13,0.02,0.03,0.02,0.04,9月13日,0.01,9月12日
050530兆豐MP,4000,94000,7,0.04,0.05,0.02,0.06,9月19日,0.02,9月28日
050531兆豐MQ,2600,70000,7,0.04,0.03,0.01,0.06,9月7日,0.01,9月25日
050532兆豐MR,300,20000,2,0.02,0.02,0.02,0.02,9月18日,0.01,9月18日
050533兆豐MS,1489360,4151000,113,0.36,0.38,0.2,0.63,9月14日,0.19,9月28日
050534兆豐MT,1220,92000,3,0.01,0.02,0.02,0.03,9月19日,0.01,9月11日
050537兆豐MW,370,37000,1,0.01,0.01,0.01,0.01,9月14日,0.01,9月14日
050539兆豐MZ,200900,1153000,51,0.17,0.15,0.06,0.26,9月17日,0.06,9月28日
050540兆豐NA,5776790,13909000,375,0.42,0.4,0.25,0.55,9月14日,0.23,9月27日
050541兆豐NB,77260,589000,14,0.13,0.14,0.09,0.2,9月19日,0.09,9月25日
050542兆豐NC,4230,423000,7,0.01,0.01,0.01,0.01,9月20日,0.01,9月20日
050543兆豐ND,7320,512000,18,0.01,0.02,0.02,0.03,9月20日,0.01,9月25日
050544兆豐NE,250,5000,1,0.05,0.05,0.05,0.05,9月13日,0.05,9月13日
050545兆豐NF,57750,705000,48,0.08,0.07,0.03,0.13,9月4日,0.03,9月21日
050547兆豐NH,780,73000,2,0.01,0.02,0.01,0.02,9月4日,0.01,9月28日
050548兆豐NJ,200,10000,1,0.02,0.02,0.02,0.02,9月6日,0.02,9月6日
050549臺銀01,304780,139000,17,2.19,2.19,2.51,2.57,9月10日,1.68,9月3日
050550日盛XE,1980,198000,2,0.01,0.01,0.01,0.01,9月14日,0.01,9月14日
050551日盛XF,1400,140000,9,0.01,0.01,0.01,0.01,9月25日,0.01,9月25日
050552日盛XG,100770,672000,8,0.15,0.15,0.13,0.17,9月14日,0.13,9月17日
050553日盛XH,10,1000,1,0.01,0.01,0.01,0.01,9月10日,0.01,9月10日
0505548N富邦,245680,817000,74,0.3,0.32,0.35,0.36,9月17日,0.25,9月10日
0505558R富邦,276620,1787000,21,0.15,0.15,0.04,0.21,9月7日,0.03,9月21日
0505568S富邦,2700,70000,2,0.04,0.03,0.01,0.05,9月19日,0.01,9月20日
050559中信24,3240,324000,7,0.01,0.01,0.01,0.01,9月19日,0.01,9月19日
050560中信25,133010,358000,22,0.37,0.29,0.28,0.58,9月19日,0.11,9月6日
050562工銀21,63440,299000,4,0.21,0.16,0.04,0.22,9月3日,0.04,9月19日
050563工銀22,1855650,1443000,68,1.29,1.6,1.83,2.05,9月10日,1.09,9月3日
050564工銀23,152680,4063000,45,0.04,0.04,0.03,0.06,9月14日,0.03,9月18日
050567國泰MV,11820,22000,2,0.54,0.51,0.51,0.57,9月19日,0.51,9月19日
050568國泰MW,411460,750000,58,0.55,0.54,0.35,0.63,9月17日,0.35,9月25日
050570N3元大,1980,198000,2,0.01,0.01,0.01,0.01,9月20日,0.01,9月20日
050571N4元大,56260,2373000,48,0.02,0.04,0.01,0.09,9月4日,0.01,9月26日
050573N6元大,24177920,21217000,602,1.14,1.14,1.1,1.33,9月25日,0.84,9月3日
050574N8元大,8078800,9094000,131,0.89,1.06,1.3,1.53,9月17日,0.63,9月6日
050576亞東NL,2970,297000,6,0.01,0.01,0.01,0.01,9月10日,0.01,9月10日
050577亞東NM,100,10000,1,0.01,0.01,0.01,0.01,9月24日,0.01,9月24日
050578亞東NN,11780,862000,26,0.01,0.03,0.01,0.04,9月20日,0.01,9月21日
050579亞東NP,96230,827000,20,0.12,0.11,0.14,0.19,9月12日,0.02,9月3日
050580亞東NQ,388650,1061000,47,0.37,0.34,0.12,0.59,9月17日,0.12,9月24日
050583大眾8L,810,81000,1,0.01,0.01,0.01,0.01,9月17日,0.01,9月17日
050584大眾9L,20900,180000,5,0.12,0.11,0.14,0.14,9月10日,0.08,9月6日
050585康和EC,9600,960000,13,0.01,0.01,0.01,0.01,9月13日,0.01,9月13日
050587大華CB,1381190,1280000,23,1.08,1,1.17,1.17,9月17日,0.82,9月4日
050588大華CC,1940,194000,17,0.01,0.01,0.01,0.01,9月24日,0.01,9月24日
050591凱基N6,250,25000,3,0.01,0.01,0.01,0.01,9月6日,0.01,9月6日
050593凱基N8,1138190,823000,42,1.38,1.18,0.48,1.93,9月7日,0.22,9月26日
050594凱基N9,550,55000,6,0.01,0.01,0.01,0.01,9月25日,0.01,9月25日
0505952L永豐,20,2000,2,0.01,0.01,0.01,0.01,9月20日,0.01,9月20日
050597群益4M,222370,308000,5,0.72,0.76,0.93,0.93,9月14日,0.65,9月11日
050598群益4N,21725120,23568000,799,0.92,0.94,0.88,1.16,9月25日,0.65,9月3日
050599群益4T,35740,2925000,55,0.01,0.01,0.02,0.03,9月4日,0.01,9月27日
050600群益4U,4006700,8143000,212,0.49,0.52,0.74,0.93,9月17日,0.24,9月6日
0506022P永豐,2224200,5914000,130,0.38,0.38,0.15,0.69,9月14日,0.15,9月27日
050606凱基AA,37900,61000,5,0.62,0.63,0.8,0.8,9月14日,0.58,9月12日
050609凱基AF,300100,141000,13,2.13,2.04,2.48,2.72,9月13日,1.56,9月3日
050610日盛XJ,162390,3708000,113,0.04,0.05,0.04,0.06,9月20日,0.03,9月27日
050611日盛XK,5400,90000,1,0.06,0.06,0.06,0.06,9月11日,0.06,9月11日
050612日盛XL,112790,1105000,50,0.1,0.11,0.13,0.14,9月18日,0.08,9月20日
050613中信29,5921330,9555000,304,0.62,0.7,0.1,1.07,9月14日,0.1,9月27日
050614中信31,773640,1377000,43,0.56,0.47,0.26,0.85,9月20日,0.13,9月13日
050615中信32,667050,1310000,45,0.51,0.42,0.18,0.7,9月3日,0.18,9月25日
050617凱基AG,29535060,11078000,352,2.67,2.55,2.22,3.48,9月14日,1.86,9月21日
050618凱基AH,13181320,5876000,88,2.24,2.32,1.83,3.17,9月11日,1.75,9月21日
050619凱基AJ,4401230,2426000,48,1.81,1.75,1.2,2.74,9月14日,1.17,9月26日
050620凱基AK,5963610,4438000,73,1.34,1.32,0.85,2,9月10日,0.79,9月26日
050621凱基AL,3020780,3907000,77,0.77,0.82,0.19,1.45,9月12日,0.19,9月27日
0506238V富邦,23920,824000,16,0.03,0.02,0.01,0.05,9月19日,0.01,9月26日
0506248W富邦,284840,2417000,60,0.12,0.13,0.08,0.22,9月14日,0.07,9月28日
050625國票FT,53950,1567000,18,0.03,0.03,0.03,0.05,9月14日,0.02,9月7日
050626國票FU,133290,1316000,16,0.1,0.1,0.1,0.14,9月12日,0.05,9月13日
0506278Y富邦,513040,1078000,17,0.48,0.42,0.35,0.6,9月17日,0.35,9月26日
0506288Z富邦,100,10000,1,0.01,0.01,0.01,0.01,9月13日,0.01,9月13日
050629兆豐NK,605410,835000,76,0.73,0.73,0.46,0.9,9月17日,0.41,9月27日
050630兆豐NL,350,35000,2,0.01,0.01,0.01,0.01,9月27日,0.01,9月27日
050632兆豐NN,112800,412000,9,0.27,0.31,0.29,0.46,9月19日,0.16,9月11日
050633兆豐NP,77480,764000,39,0.1,0.09,0.04,0.12,9月7日,0.04,9月27日
050634兆豐NQ,1022600,926000,31,1.1,1.12,0.9,1.36,9月13日,0.9,9月26日
050635兆豐NR,55030,43000,3,1.28,1.32,1.48,1.48,9月7日,1.17,9月6日
050637兆豐NT,800,35000,4,0.02,0.03,0.02,0.04,9月4日,0.02,9月7日
0506382T永豐,464200,380000,6,1.22,1.31,1.65,1.65,9月13日,1.05,9月7日
0506392X永豐,4430,6000,4,0.74,0.75,0.91,0.91,9月14日,0.53,9月4日
050642大華CH,900,6000,1,0.15,0.15,0.15,0.15,9月7日,0.15,9月7日
050643大華CI,51090,199000,12,0.26,0.26,0.23,0.34,9月11日,0.2,9月7日
050644大華CJ,1300,95000,3,0.01,0.02,0.01,0.02,9月14日,0.01,9月25日
050645日盛XM,372680,391000,22,0.95,0.95,0.93,1.26,9月20日,0.41,9月10日
050646日盛XN,51290,468000,11,0.11,0.1,0.01,0.16,9月7日,0.01,9月28日
050648日盛XQ,900,40000,6,0.02,0.02,0.02,0.03,9月21日,0.02,9月24日
050649日盛XR,262480,340000,41,0.77,0.81,0.41,1.04,9月12日,0.33,9月28日
0506509A富邦,159950,310000,6,0.52,0.52,0.54,0.6,9月14日,0.43,9月13日
050652X2元大,514910,2741000,67,0.19,0.18,0.04,0.35,9月14日,0.03,9月28日
050653X3元大,483450,7083000,160,0.07,0.05,0.01,0.12,9月17日,0.01,9月28日
050654X4元大,15440,1544000,19,0.01,0.01,0.01,0.01,9月28日,0.01,9月28日
050655X5元大,12168730,11744000,265,1.04,1,1.2,1.43,9月19日,0.57,9月6日
050656X6元大,15430,240000,8,0.06,0.06,0.05,0.07,9月21日,0.05,9月28日
050657元富64,1255010,1119000,24,1.12,1.21,1.62,1.62,9月14日,0.87,9月6日
050658元富65,1198640,2025000,64,0.59,0.63,0.59,0.91,9月17日,0.47,9月21日
050660元富67,798380,515000,28,1.55,1.48,1.53,1.92,9月13日,1,9月3日
050661元富68,104440,711000,25,0.15,0.16,0.08,0.26,9月3日,0.08,9月25日
050662元富69,3428920,6172000,395,0.56,0.52,0.22,0.87,9月14日,0.19,9月28日
050663元富70,221020,2104000,98,0.11,0.11,0.11,0.2,9月26日,0.02,9月10日
050664元富71,14021050,10925000,418,1.28,1.24,1.51,1.85,9月25日,0.86,9月10日
050666元富73,5560,556000,9,0.01,0.01,0.01,0.01,9月26日,0.01,9月26日
050667元富74,14650,1275000,28,0.01,0.02,0.03,0.1,9月27日,0.01,9月24日
050668元富77,1087500,440000,24,2.47,2.36,2.46,2.58,9月13日,2.16,9月21日
050669元富78,94870,1421000,31,0.07,0.08,0.01,0.2,9月14日,0.01,9月28日
050670元富80,330,33000,2,0.01,0.01,0.01,0.01,9月25日,0.01,9月25日
050671元富81,396240,1095000,72,0.36,0.39,0.8,0.8,9月28日,0.19,9月6日
050672元富82,100,2000,1,0.05,0.05,0.05,0.05,9月11日,0.05,9月11日
050673元富83,279140,2483000,28,0.11,0.12,0.01,0.25,9月3日,0.01,9月27日
050674元富84,540,2000,1,0.27,0.27,0.27,0.27,9月17日,0.27,9月17日
050675元富86,21250,2026000,27,0.01,0.01,0.01,0.02,9月12日,0.01,9月28日
050676元富87,178850,389000,10,0.46,0.52,0.56,0.67,9月17日,0.41,9月6日
050677元富88,415990,213000,22,1.95,1.88,1.01,2.23,9月6日,1.01,9月26日
050678元富89,5846420,2976000,108,1.96,2.17,1.3,2.62,9月17日,1.18,9月27日
050679凱基AP,2493140,4353000,132,0.57,0.6,0.32,1.02,9月17日,0.28,9月27日
050681凱基AR,270,2000,2,0.14,0.14,0.14,0.14,9月17日,0.13,9月13日
050686永昌BP,52360,462000,18,0.11,0.13,0.11,0.18,9月10日,0.08,9月24日
050688永昌BR,103090,182000,9,0.57,0.58,0.57,0.7,9月13日,0.51,9月21日
050689永昌BS,620060,1875000,27,0.33,0.3,0.32,0.4,9月10日,0.25,9月6日
050690永昌BT,288090,297000,3,0.97,0.97,0.97,0.97,9月28日,0.97,9月28日
050693康和EF,2250,12000,6,0.19,0.18,0.19,0.2,9月6日,0.18,9月6日
050694康和EG,116820,147000,20,0.79,0.77,0.57,1.04,9月3日,0.57,9月28日
050695兆豐NU,900,90000,2,0.01,0.01,0.01,0.01,9月28日,0.01,9月28日
050696兆豐NV,95160,559000,20,0.17,0.19,0.07,0.29,9月17日,0.07,9月26日
050697兆豐NW,1800,60000,6,0.03,0.03,0.01,0.07,9月19日,0.01,9月28日
050698兆豐NX,19960,130000,7,0.15,0.17,0.07,0.25,9月14日,0.07,9月27日
050699兆豐NY,1190,28000,4,0.04,0.05,0.01,0.14,9月12日,0.01,9月28日
050700兆豐NZ,42570,381000,8,0.11,0.13,0.26,0.26,9月17日,0.1,9月11日
050701兆豐1A,26220,141000,6,0.19,0.22,0.15,0.29,9月17日,0.15,9月26日
050703Y2元大,500,10000,1,0.05,0.05,0.05,0.05,9月12日,0.05,9月12日
050704Y3元大,52000,148000,12,0.35,0.34,0.25,0.42,9月14日,0.23,9月24日
050705Y4元大,16380,678000,9,0.02,0.02,0.01,0.04,9月4日,0.01,9月28日
050707Y6元大,735290,4664000,160,0.16,0.15,0.08,0.28,9月14日,0.07,9月26日
050708Y7元大,1577610,943000,69,1.67,1.68,1.9,2.48,9月14日,1.3,9月21日
050709Y8元大,12736500,2877000,207,4.43,4.29,0.76,6.7,9月14日,0.76,9月28日
050710Y9元大,150,2000,2,0.08,0.08,0.11,0.11,9月20日,0.04,9月14日
050711Z1元大,5603050,2678000,308,2.09,2.03,0.42,2.96,9月6日,0.42,9月28日
050712Z2元大,197380,2002000,31,0.1,0.12,0.06,0.17,9月5日,0.06,9月27日
050713Z3元大,4950,30000,2,0.16,0.16,0.15,0.18,9月14日,0.15,9月17日
050714Z4元大,100,10000,1,0.01,0.01,0.01,0.01,9月7日,0.01,9月7日
050715群益4W,59610,261000,7,0.23,0.24,0.19,0.27,9月4日,0.19,9月6日
050716群益4X,710080,695000,32,1.02,1.17,1.29,1.52,9月14日,0.83,9月4日
050717群益4Y,5400,110000,3,0.05,0.04,0.04,0.05,9月3日,0.04,9月4日
050719元富91,28130,250000,15,0.11,0.12,0.11,0.19,9月18日,0.08,9月13日
050722元富94,9900,187000,3,0.05,0.05,0.06,0.06,9月11日,0.04,9月10日
050723元富95,19790,439000,8,0.05,0.04,0.01,0.07,9月6日,0.01,9月25日
050724元富96,4788740,8284000,203,0.58,0.58,0.67,0.92,9月17日,0.34,9月5日
050725元富97,116060,2124000,24,0.05,0.04,0.08,0.1,9月18日,0.01,9月10日
