,民國101年12月,,,,,,,Dec-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
057533兆豐IC,1501190,1167000,68,1.29,1.24,1.35,1.64,12月17日,0.82,12月5日
057534兆豐ID,63360,80000,6,0.79,0.79,0.66,0.9,12月14日,0.66,12月28日
057535兆豐IE,8528340,3443000,191,2.48,2.4,2.5,3.11,12月6日,2.08,12月24日
057536兆豐IF,1423680,1285000,20,1.11,1.11,1.08,1.22,12月19日,0.95,12月11日
057537兆豐IG,1317810,1021000,48,1.29,1.35,1.64,1.84,12月26日,0.98,12月4日
057538兆豐IH,2597040,2714000,252,0.96,0.98,0.89,1.27,12月6日,0.68,12月25日
057539兆豐IJ,6689610,6440000,99,1.04,1.08,1.08,1.22,12月12日,0.96,12月24日
057540兆豐IK,2449420,4261000,111,0.57,0.58,0.62,0.69,12月3日,0.49,12月22日
057541兆豐IL,7502040,3375000,107,2.22,2.38,2.79,2.8,12月27日,2.02,12月7日
057542日盛BY,1112340,1071000,19,1.04,0.95,0.89,1.11,12月19日,0.89,12月28日
057543日盛BZ,2000540,3064000,53,0.65,0.63,0.6,0.71,12月5日,0.55,12月24日
057544日盛CA,4891780,5829000,259,0.84,0.79,0.51,1.24,12月10日,0.46,12月17日
057545日盛CB,13295670,14765000,190,0.9,0.89,0.91,1,12月5日,0.81,12月22日
057546日盛CC,1643300,1295000,106,1.27,1.21,0.97,1.78,12月13日,0.95,12月24日
057547大華03,58140,36000,2,1.62,1.59,1.59,1.62,12月3日,1.59,12月3日
0575485B凱基,8274160,5922000,144,1.4,1.42,1.32,1.66,12月12日,1.17,12月21日
0575495C凱基,242670,161000,19,1.51,1.53,1.06,2.12,12月5日,1,12月21日
057550元大FB,3133900,2619000,86,1.2,1.15,1.11,1.33,12月6日,1.01,12月21日
057551K8元富,27299850,14654000,406,1.86,1.78,1.87,2.23,12月19日,1.57,12月25日
057553L2元富,4241940,2599000,77,1.63,1.73,1.77,2.08,12月17日,1.4,12月10日
057554L3元富,804590,1198000,14,0.67,0.66,0.59,0.77,12月13日,0.59,12月27日
057555L4元富,4802660,1024000,149,4.69,4.48,5.2,5.3,12月28日,4,12月7日
05755680群益,1302760,404000,66,3.22,3.51,3.21,4.79,12月10日,2.65,12月17日
05755781群益,1665890,443000,83,3.76,4.29,3.56,6.1,12月10日,2.91,12月17日
05755883群益,119350,130000,5,0.92,1.03,0.85,1.28,12月12日,0.79,12月21日
05755984群益,1309950,633000,30,2.07,2.06,2.02,2.4,12月6日,1.79,12月17日
05756085群益,1992460,3391000,130,0.59,0.57,0.5,0.74,12月6日,0.47,12月21日
05756186群益,1602900,1099000,36,1.46,1.53,1.28,2.17,12月5日,1.19,12月21日
05756287群益,281650,137000,24,2.06,2.11,2.04,2.42,12月13日,1.7,12月21日
05756388群益,30127150,15000000,1131,2.01,2.02,1.8,2.68,12月3日,1.48,12月21日
05756491群益,767120,534000,29,1.44,1.43,1.38,1.52,12月4日,1.35,12月21日
057565永豐5V,7797990,10954000,240,0.71,0.67,0.59,0.82,12月6日,0.58,12月27日
057566永豐5W,32370100,30647000,429,1.06,1.04,1,1.18,12月13日,0.95,12月22日
057567永豐5X,722360,767000,26,0.94,0.91,0.84,1.07,12月18日,0.81,12月25日
057568永豐5Y,1699240,1642000,50,1.03,1,0.95,1.15,12月13日,0.91,12月18日
057569永豐5Z,16038410,10734000,388,1.49,1.58,2.58,2.76,12月28日,0.78,12月5日
057570康和MN,7956080,4393000,92,1.81,1.87,1.9,2.24,12月4日,1.44,12月21日
057571康和MP,7210590,5117000,189,1.41,1.42,1.76,1.95,12月25日,0.73,12月3日
057572康和MQ,2988270,2447000,111,1.22,1.17,0.93,1.5,12月6日,0.91,12月22日
057573日盛CF,12500260,11536000,264,1.08,1.12,1.08,1.31,12月13日,0.96,12月22日
057574日盛CG,368910,234000,24,1.58,1.55,1.49,1.7,12月21日,1.39,12月3日
057575大華04,18582990,16745000,388,1.11,1.16,1.23,1.48,12月17日,0.83,12月4日
057576大華05,2389840,3087000,99,0.77,0.76,0.63,1.07,12月6日,0.55,12月20日
057577大華06,947550,2700000,72,0.35,0.35,0.29,0.44,12月3日,0.28,12月21日
057578AV富邦,4477630,3637000,102,1.23,1.3,1.16,1.79,12月3日,0.96,12月21日
057579AW富邦,1583200,1143000,44,1.39,1.38,1.36,1.58,12月19日,1.31,12月21日
057580AX富邦,5741320,3311000,137,1.73,1.76,1.81,1.96,12月19日,1.52,12月5日
057581AZ富邦,4130240,1923000,74,2.15,2.08,1.9,2.34,12月12日,1.82,12月27日
057582工銀CZ,6030200,6709000,238,0.9,0.91,0.96,1.13,12月5日,0.59,12月3日
057583中信BY,6392120,5085000,181,1.26,1.24,1.28,1.51,12月7日,0.96,12月4日
057584中信BZ,99500,100000,2,1,1,0.8,1.19,12月3日,0.8,12月20日
057585中信CC,389300,222000,6,1.75,1.86,1.67,2.05,12月4日,1.67,12月28日
057586兆豐IN,49200,130000,7,0.38,0.38,0.36,0.48,12月4日,0.3,12月22日
057587兆豐IP,16734790,10375000,727,1.61,1.74,2.8,3.01,12月28日,0.82,12月4日
057588兆豐IQ,2019740,2132000,20,0.95,0.89,0.63,1.37,12月6日,0.63,12月28日
057589兆豐IR,263510,292000,21,0.9,0.95,0.81,1.15,12月3日,0.73,12月20日
057590兆豐IS,1942000,1743000,76,1.11,1.07,1.03,1.49,12月5日,0.72,12月21日
057591兆豐IT,6004580,5664000,164,1.06,1.06,0.99,1.29,12月5日,0.93,12月24日
057592兆豐IU,14558090,6580000,339,2.21,2.27,2.43,2.7,12月17日,1.88,12月4日
057593兆豐IV,10120010,10165000,393,1,0.94,0.83,1.18,12月12日,0.8,12月11日
057594國泰5J,31759650,23947000,539,1.33,1.43,1.51,1.77,12月17日,1.03,12月4日
057595統一MT,6785000,3047000,244,2.23,2.34,1.94,3.66,12月10日,1.51,12月17日
057596統一MU,1541870,1310000,23,1.18,1.22,1.29,1.45,12月6日,1.08,12月17日
057597統一MV,4684040,5296000,187,0.88,0.86,0.92,1.13,12月7日,0.64,12月21日
057598統一MW,4814000,1515000,102,3.18,3.02,2.67,4.33,12月7日,2.15,12月17日
057599統一MX,4380050,4491000,78,0.98,1.03,0.79,1.44,12月5日,0.79,12月28日
057600國票2A,2214970,1839000,52,1.2,1.23,1.2,1.47,12月3日,1.05,12月21日
057601國票3A,11233650,9654000,112,1.16,1.15,1.03,1.27,12月13日,1.03,12月21日
057602日盛CJ,2911050,3269000,159,0.89,0.85,0.91,0.96,12月28日,0.7,12月20日
057603日盛CK,16804420,13277000,363,1.27,1.25,1.18,1.69,12月4日,0.99,12月20日
057604日盛CL,2078190,2067000,93,1.01,1,0.97,1.25,12月3日,0.86,12月25日
057605BB富邦,12744880,3502000,326,3.64,3.75,4.44,4.5,12月28日,3.23,12月3日
057606BC富邦,20084990,5886000,146,3.41,4.1,3.3,6.7,12月10日,2.83,12月17日
057607BD富邦,3099600,2050000,112,1.51,1.57,1.47,1.94,12月6日,1.3,12月20日
057608BE富邦,12612590,6224000,204,2.03,2.09,2.03,2.73,12月5日,1.6,12月21日
057609BF富邦,1224530,694000,68,1.76,1.74,1.18,2.29,12月5日,1.18,12月28日
057610L6元富,2109060,1319000,29,1.6,1.46,0.96,1.93,12月5日,0.96,12月28日
057611L7元富,826740,624000,38,1.32,1.26,1.14,1.46,12月3日,1.08,12月21日
057612L8元富,1726620,473000,40,3.65,3.71,3.57,4.26,12月4日,3.11,12月18日
057613L9元富,9648640,8042000,186,1.2,1.14,1.16,1.47,12月6日,0.9,12月4日
0576145D凱基,17659500,21477000,757,0.82,0.88,0.78,1.28,12月5日,0.6,12月21日
0576155E凱基,21196000,20085000,513,1.06,0.96,0.85,1.29,12月6日,0.77,12月3日
0576165F凱基,1018960,785000,61,1.3,1.3,1.36,1.42,12月13日,1.16,12月4日
057617永豐6I,1066820,1004000,31,1.06,1.11,1.21,1.3,12月10日,0.9,12月4日
057618永豐6J,1968250,1967000,120,1,0.97,0.81,1.37,12月13日,0.79,12月24日
057619永豐6K,13097570,7424000,352,1.76,1.74,2.11,2.14,12月28日,1.5,12月3日
057620中信CD,3869580,3007000,69,1.29,1.23,1.13,1.55,12月6日,1.03,12月4日
057621元大FC,36802610,18118000,723,2.03,2.06,2.41,2.72,12月26日,1.54,12月7日
057622元大FD,6218050,6133000,184,1.01,0.97,0.95,1.13,12月6日,0.91,12月22日
057623元大FE,5998950,5932000,121,1.01,0.94,0.94,1.26,12月6日,0.76,12月4日
057624永豐6L,3258560,3765000,108,0.87,0.84,0.86,0.99,12月5日,0.78,12月26日
057625永豐6M,10476110,7143000,213,1.47,1.42,1.52,1.74,12月19日,1.19,12月11日
057626永豐6N,699360,1294000,27,0.54,0.61,0.51,0.83,12月10日,0.49,12月22日
057627永豐6P,6626640,7336000,233,0.9,0.84,0.75,1.19,12月6日,0.72,12月24日
057628永豐6Q,9408480,12451000,221,0.76,0.72,0.74,0.89,12月13日,0.63,12月21日
057629永豐6T,309320,760000,7,0.41,0.41,0.41,0.42,12月25日,0.39,12月26日
057630元大FI,106060,92000,10,1.15,1.16,1.15,1.22,12月6日,1.09,12月27日
057631元大FJ,2468830,2469000,71,1,0.99,1.01,1.08,12月19日,0.92,12月5日
057632元大FK,12731560,8882000,408,1.43,1.44,1.27,1.9,12月13日,1.2,12月24日
057633元大FL,15136510,2754000,224,5.5,5.44,5.2,7,12月4日,4.4,12月18日
057634元大FM,18819930,11286000,361,1.67,1.56,1.47,2.02,12月6日,1.28,12月4日
057635M3元富,2967840,701000,21,4.23,4,3.38,4.86,12月14日,3.38,12月28日
057636M5元富,106820,58000,10,1.84,1.93,1.78,2.21,12月4日,1.75,12月17日
057637M7元富,10522540,3917000,78,2.69,2.6,2.55,3.01,12月13日,2.31,12月21日
057638M9元富,7883510,12874000,242,0.61,0.6,0.49,0.86,12月6日,0.37,12月24日
057639N1元富,12445360,11947000,184,1.04,1.02,1.01,1.1,12月21日,0.89,12月18日
0576405G凱基,2342460,2196000,88,1.07,1.07,1.06,1.34,12月3日,0.87,12月17日
0576415H凱基,37266500,19825000,371,1.88,1.8,1.72,2.45,12月14日,1.52,12月10日
0576425K凱基,541710,443000,37,1.22,1.24,1.16,1.42,12月18日,1.13,12月24日
0576435L凱基,9650370,7370000,234,1.31,1.26,1.25,1.6,12月20日,1.1,12月11日
057644BG富邦,4843950,1696000,28,2.86,2.76,2.79,3.18,12月13日,2.31,12月21日
057645BJ富邦,4781190,3442000,158,1.39,1.25,1.62,1.74,12月26日,0.98,12月4日
057646BL富邦,143610,99000,9,1.45,1.36,1.18,1.57,12月3日,1.18,12月21日
057647日盛CQ,75380,66000,7,1.14,1.19,1.11,1.36,12月4日,1.06,12月7日
057648日盛CR,83970,28000,5,3,3.13,3.37,3.39,12月5日,2.7,12月3日
057649日盛CS,3897780,4315000,109,0.9,0.89,0.99,1.09,12月28日,0.76,12月3日
057650日盛CT,3150,3000,1,1.05,1.05,1.05,1.05,12月3日,1.05,12月3日
057651大華08,4108150,3866000,68,1.06,1.04,1.06,1.26,12月19日,0.87,12月20日
057652兆豐IW,335350,1355000,34,0.25,0.27,0.24,0.47,12月4日,0.19,12月21日
057653兆豐IX,935900,1759000,62,0.53,0.51,0.45,0.62,12月12日,0.42,12月27日
057654兆豐IY,2543330,1963000,63,1.3,1.27,1.22,1.38,12月19日,1.15,12月4日
057655兆豐IZ,5380750,5420000,171,0.99,0.97,0.99,1.17,12月26日,0.7,12月25日
057656兆豐EA,1131750,1104000,29,1.03,1,1.05,1.1,12月5日,0.91,12月3日
057657兆豐EB,4115790,2352000,95,1.75,1.85,1.36,2.54,12月5日,1.27,12月21日
057658兆豐EC,13692960,12453000,229,1.1,1.02,1.02,1.38,12月6日,0.82,12月24日
057659兆豐ED,39020,33000,4,1.18,1.27,1.2,1.56,12月4日,1.15,12月21日
057660兆豐EE,20630850,4853000,187,4.25,4.39,3.74,6.6,12月10日,3.03,12月17日
057661兆豐EG,3739640,5705000,73,0.66,0.65,0.64,0.7,12月19日,0.6,12月24日
057662兆豐EH,12951780,18884000,292,0.69,0.69,0.71,1.1,12月19日,0.59,12月21日
057663兆豐EJ,11335500,11196000,634,1.01,0.92,0.91,1.26,12月20日,0.71,12月11日
057664兆豐EK,11508080,10061000,319,1.14,1.1,1.03,1.4,12月3日,0.99,12月22日
057665兆豐EL,6795630,7860000,175,0.86,0.87,0.83,1.01,12月5日,0.79,12月26日
057666兆豐EM,4201370,4411000,144,0.95,0.87,0.69,1.12,12月6日,0.66,12月22日
057667兆豐EN,436410,314000,38,1.39,1.39,1.37,1.6,12月13日,1.18,12月25日
057668中信CF,2137660,1404000,42,1.52,1.44,1.22,1.85,12月5日,1.15,12月22日
057669中信CG,23382910,6217000,341,3.76,3.7,3.51,4.57,12月13日,3.04,12月21日
057670BN富邦,30156960,23933000,494,1.26,1.24,1.32,1.52,12月10日,0.85,12月4日
057671BP富邦,6524580,2388000,83,2.73,2.62,2.76,2.96,12月10日,2.17,12月21日
057672BQ富邦,10332360,12948000,438,0.8,0.86,0.54,1.38,12月10日,0.5,12月27日
057673元大FV,21764900,1970000,362,11.05,11.24,13.7,14.3,12月28日,9.5,12月3日
057674元大FW,15415700,14419000,384,1.07,1,0.94,1.35,12月7日,0.78,12月21日
057675元大FX,12281900,7343000,184,1.67,1.65,1.6,1.82,12月25日,1.42,12月3日
057676元大FY,1934250,2073000,102,0.93,0.91,1.01,1.16,12月26日,0.78,12月21日
057677元大FZ,1704960,1120000,75,1.52,1.67,1.36,2.33,12月6日,1.32,12月21日
057678元大GA,4309310,6222000,111,0.69,0.65,0.71,0.72,12月28日,0.57,12月12日
057679元大GB,6783590,7577000,201,0.9,0.9,0.86,1.02,12月6日,0.75,12月21日
057680統一NA,946490,985000,38,0.96,0.95,0.78,1.21,12月5日,0.72,12月21日
057681統一NB,3561360,2000000,125,1.78,1.59,1.73,1.89,12月25日,1.37,12月3日
057682國票4A,70600,120000,10,0.59,0.62,0.42,1,12月3日,0.4,12月25日
057684國票6A,1070050,820000,29,1.3,1.25,1.39,1.47,12月20日,1.04,12月4日
057685日盛CW,6603460,5026000,252,1.31,1.43,1.49,1.73,12月5日,0.9,12月3日
057686日盛CX,4979490,3961000,69,1.26,1.25,1.23,1.42,12月5日,1.02,12月21日
057687日盛CY,2641350,2060000,62,1.28,1.2,0.89,1.8,12月5日,0.87,12月27日
057688日盛CZ,1336690,1240000,29,1.08,0.89,0.54,1.17,12月3日,0.54,12月27日
057689日盛DA,452880,310000,27,1.46,1.52,1.36,1.91,12月6日,1.23,12月17日
057690日盛DB,6498110,5173000,111,1.26,1.27,1.33,1.56,12月14日,0.95,12月4日
057691日盛DC,726500,111000,22,6.55,6.2,7.45,7.5,12月28日,5.1,12月3日
057692大華09,58260,59000,12,0.99,0.95,0.87,1.09,12月19日,0.87,12月21日
057693大華12,13808350,9748000,161,1.42,1.46,1.74,1.88,12月26日,0.85,12月3日
057694BR富邦,467380,369000,32,1.27,1.1,1.05,1.5,12月3日,0.89,12月21日
057695BT富邦,4924570,4905000,191,1,0.99,0.99,1.31,12月25日,0.74,12月20日
057696BU富邦,8070,6000,2,1.34,1.34,1.29,1.4,12月12日,1.29,12月17日
057697BV富邦,8864370,5980000,280,1.48,1.51,1.63,1.95,12月26日,1.09,12月4日
057698BW富邦,603900,526000,12,1.15,1.12,1.08,1.22,12月12日,0.87,12月21日
057699BZ富邦,642660,438000,11,1.47,1.41,1.4,1.54,12月19日,1.35,12月12日
057700CA富邦,2051110,1588000,39,1.29,1.31,1.44,1.52,12月17日,1.14,12月10日
05770194群益,1124680,324000,32,3.47,3.76,4.5,4.5,12月28日,3.13,12月3日
05770295群益,2168390,1408000,27,1.54,1.65,1.69,1.97,12月14日,1.4,12月11日
05770398群益,103830,108000,10,0.96,0.98,1.06,1.06,12月28日,0.85,12月5日
057704N2元富,10874300,9361000,173,1.16,1.13,1.18,1.41,12月19日,0.93,12月11日
057705N3元富,3192610,2305000,60,1.39,1.42,1.61,1.64,12月5日,1.24,12月17日
057706N4元富,7290000,3809000,132,1.91,1.86,1.84,2.1,12月13日,1.57,12月21日
057707N5元富,438990,255000,28,1.72,1.88,1.45,2.51,12月5日,1.45,12月28日
057708N7元富,30100,46000,5,0.65,0.81,0.62,1.02,12月11日,0.6,12月27日
057709N9元富,4158340,3658000,66,1.14,1.19,1.18,1.33,12月3日,1,12月17日
057710AA元富,2384200,2133000,40,1.12,1.16,1.24,1.38,12月6日,0.89,12月3日
057711AB元富,2904580,1312000,14,2.21,2.15,2.05,2.38,12月13日,1.97,12月21日
0577125M凱基,8560040,5834000,122,1.47,1.43,1.52,1.62,12月10日,1.03,12月4日
0577135Q凱基,1627250,180000,24,9.04,9.24,12.1,12.1,12月28日,8.1,12月3日
0577145R凱基,1690070,1021000,27,1.66,1.66,1.66,1.95,12月12日,1.35,12月3日
0577155S凱基,12793480,10759000,265,1.19,1.15,1.21,1.33,12月4日,0.9,12月17日
0577165T凱基,626540,518000,23,1.21,1.2,1.08,1.32,12月3日,1.08,12月17日
0577175U凱基,229790,262000,47,0.88,0.9,0.91,1.08,12月4日,0.75,12月12日
057719中信CK,11116130,3862000,164,2.88,2.8,2.92,3.44,12月19日,2.43,12月11日
057720中信CL,6896510,4257000,146,1.62,1.57,1.45,1.91,12月6日,1.31,12月21日
057721中信CM,217500,150000,3,1.45,1.45,1.45,1.45,12月3日,1.45,12月3日
057722統一NC,11120690,10923000,336,1.02,1,0.95,1.32,12月5日,0.79,12月20日
057723CD富邦,2965050,3477000,104,0.85,0.83,0.92,0.92,12月28日,0.72,12月12日
057724CE富邦,26257130,10118000,266,2.6,2.25,1.76,2.99,12月12日,1.57,12月21日
057725CF富邦,26965150,14024000,372,1.92,1.9,1.87,2.47,12月14日,1.63,12月11日
057726CH富邦,1320510,991000,26,1.33,1.35,1.41,1.59,12月10日,1.1,12月4日
057727CJ富邦,683140,396000,23,1.73,1.74,1.67,2,12月18日,1.57,12月24日
057728CK富邦,1457780,584000,53,2.5,2.63,2.53,3.34,12月5日,2.11,12月18日
057729兆豐EP,1731590,3330000,102,0.52,0.5,0.62,0.65,12月28日,0.44,12月11日
057730兆豐EQ,12128340,10095000,456,1.2,1.23,1.35,1.55,12月26日,0.89,12月4日
057731兆豐ER,4441980,2485000,71,1.79,1.78,1.86,1.95,12月10日,1.62,12月4日
057732兆豐ES,7290560,8554000,200,0.85,0.84,0.89,0.91,12月19日,0.75,12月3日
057733兆豐ET,10350,16000,4,0.65,0.64,0.66,0.66,12月12日,0.63,12月11日
057734兆豐EU,30364920,7937000,820,3.83,4.27,3.36,7.1,12月10日,2.63,12月17日
057735兆豐EV,1593160,2704000,98,0.59,0.54,0.43,0.69,12月13日,0.42,12月27日
057736兆豐EW,1729460,2336000,36,0.74,0.86,0.72,1.11,12月7日,0.63,12月22日
057737兆豐EX,25033640,22004000,449,1.14,1.11,1.1,1.39,12月13日,0.86,12月5日
057738兆豐EY,143840,158000,8,0.91,0.94,0.92,1.03,12月6日,0.88,12月21日
057739兆豐EZ,47360,28000,6,1.69,1.68,1.56,1.83,12月5日,1.52,12月25日
057740兆豐GL,122900,183000,18,0.67,0.66,0.65,0.76,12月5日,0.59,12月26日
057741兆豐GM,362310,542000,45,0.67,0.87,0.54,1.32,12月5日,0.48,12月25日
057742兆豐HR,1294460,1418000,155,0.91,0.82,0.75,1.5,12月21日,0.69,12月24日
057743兆豐HS,403760,440000,14,0.92,0.87,0.85,1.12,12月20日,0.76,12月24日
057744兆豐LB,1957760,2577000,91,0.76,0.69,0.77,0.88,12月26日,0.56,12月21日
057745兆豐MN,22291720,23752000,409,0.94,0.96,0.79,1.67,12月5日,0.71,12月22日
057746兆豐MP,1489000,855000,35,1.74,1.65,1.81,1.88,12月26日,1.43,12月22日
057747兆豐MR,1101000,1979000,40,0.56,0.54,0.54,0.6,12月4日,0.47,12月17日
057748兆豐MS,467890,616000,31,0.76,0.77,0.77,0.99,12月12日,0.63,12月4日
057749兆豐MT,342070,707000,18,0.48,0.54,0.44,0.7,12月5日,0.44,12月20日
057750兆豐MY,8821120,8708000,183,1.01,0.99,0.92,1.34,12月6日,0.84,12月24日
057751兆豐MZ,520400,424000,17,1.23,1.17,1.04,1.36,12月3日,1.03,12月11日
057752兆豐NA,6920,18000,3,0.38,0.35,0.28,0.46,12月6日,0.28,12月26日
057753大華13,1483200,1266000,23,1.17,1.18,1.13,1.42,12月14日,1.05,12月12日
057754大華14,5374870,5371000,74,1,0.98,0.94,1.13,12月25日,0.93,12月20日
057755大華15,1038000,1695000,56,0.61,0.56,0.34,0.98,12月10日,0.33,12月27日
057756大華16,1360,2000,1,0.68,0.68,0.68,0.68,12月10日,0.68,12月10日
057757大華17,5439830,6958000,243,0.78,0.75,0.68,1.02,12月6日,0.59,12月21日
057758大華18,5308840,4555000,116,1.17,1.16,1.31,1.31,12月28日,0.95,12月3日
057759大華19,8720040,6419000,137,1.36,1.26,1.25,1.48,12月18日,1.09,12月21日
057760大華20,8871090,4120000,142,2.15,2.54,2.14,3.85,12月10日,1.71,12月17日
057761大華21,68930,41000,3,1.68,1.7,1.75,1.75,12月19日,1.61,12月17日
057762大華22,3525490,2534000,93,1.39,1.34,1.11,1.78,12月7日,1.09,12月20日
057763康和MR,6961990,6915000,288,1.01,0.99,0.73,1.57,12月6日,0.62,12月28日
057764康和MS,6147530,4790000,196,1.28,1.2,1.05,1.7,12月6日,0.92,12月25日
057765康和MT,2499740,1881000,58,1.33,1.33,1.12,1.73,12月20日,1.12,12月27日
057766康和MV,4087940,2269000,70,1.8,1.82,1.77,2.49,12月6日,1.53,12月21日
057767康和MW,8764230,5223000,187,1.68,1.63,1.57,1.85,12月6日,1.47,12月24日
057768康和MX,9847710,8101000,275,1.22,1.1,1,1.7,12月5日,0.85,12月24日
057769康和MY,3266840,2620000,136,1.25,1.09,0.77,1.62,12月6日,0.77,12月28日
057770康和MZ,1669570,1710000,397,0.98,0.99,1.17,1.21,12月28日,0.85,12月21日
057771康和NA,4065460,1420000,85,2.86,2.63,2.8,3.6,12月17日,1.72,12月3日
057772康和NB,5358500,3467000,479,1.55,1.61,1.61,1.93,12月14日,1.23,12月4日
057773元大GC,21407860,14708000,537,1.46,1.38,1.54,1.79,12月28日,1.18,12月18日
057774元大GD,2358590,3017000,85,0.78,0.73,0.65,0.94,12月6日,0.58,12月21日
057775元大GE,8397330,6025000,318,1.39,1.34,1.48,1.59,12月5日,1.07,12月17日
057776元大GF,38291560,24792000,761,1.54,1.43,1.28,2.05,12月5日,1.11,12月3日
057777元大GG,32605700,28896000,1078,1.13,1.13,1.16,1.5,12月5日,0.71,12月3日
057778元大GH,18916850,10595000,299,1.79,1.74,1.87,2.11,12月19日,1.49,12月11日
057779元大GI,6947200,6778000,174,1.02,1.02,0.81,1.37,12月10日,0.75,12月25日
057780元大GJ,5752850,503000,75,11.44,11.51,13.8,14.2,12月28日,9.95,12月3日
057781元大GK,13662390,8242000,365,1.66,1.63,1.68,1.91,12月5日,1.5,12月11日
057782元大GL,5335160,1074000,175,4.97,5.46,5,7.85,12月6日,4.01,12月17日
057783元大GM,4585990,3209000,183,1.43,1.42,1.46,1.59,12月5日,1.31,12月11日
057784元大GN,3360450,2377000,114,1.41,1.31,1.18,1.57,12月3日,1.17,12月24日
057785元大GP,281210,111000,15,2.53,2.53,2.54,2.75,12月7日,2.33,12月17日
057786元大GQ,24399940,15183000,319,1.61,1.57,1.65,1.95,12月17日,1.15,12月4日
057787元大GR,1507490,2063000,76,0.73,0.65,0.63,0.88,12月5日,0.52,12月17日
057788元大GS,4353420,3973000,140,1.1,1.17,0.99,1.41,12月13日,0.84,12月22日
057789元大GT,3666930,2063000,93,1.78,1.77,1.83,2.09,12月6日,1.62,12月22日
057790中信CN,8421670,6119000,233,1.38,1.38,1.39,1.6,12月10日,1.16,12月4日
057791中信CP,36061600,976000,339,36.95,36.34,45.3,47.4,12月28日,30.9,12月3日
057792中信CQ,8408640,5381000,131,1.56,1.65,2.01,2.25,12月25日,0.97,12月3日
057793中信CR,4729810,1983000,73,2.39,2.17,2.08,2.74,12月4日,1.8,12月18日
057794中信CS,4866720,2510000,128,1.94,2.16,2.03,3.22,12月13日,1.63,12月17日
057795中信CT,10743620,7258000,168,1.48,1.39,1.38,1.57,12月5日,1.27,12月24日
057796中信CU,600,1000,1,0.6,0.6,0.6,0.6,12月21日,0.6,12月21日
057797亞東H3,2255350,1526000,48,1.48,1.45,1.48,1.62,12月17日,1.26,12月11日
057798亞東H4,39360600,32900000,836,1.2,1.2,1.22,1.45,12月13日,0.91,12月4日
057799亞東H5,3533880,2838000,86,1.25,1.11,1.05,1.5,12月7日,0.84,12月21日
057800亞東H6,4243170,3118000,125,1.36,1.31,1.28,1.51,12月12日,1.1,12月21日
057801亞東H7,2460150,2056000,50,1.2,1.14,1.2,1.44,12月19日,0.97,12月11日
057802亞東H8,3547650,2933000,115,1.21,1.17,1.44,1.47,12月28日,1.01,12月3日
057803亞東H9,2001320,1850000,96,1.08,1.03,1.11,1.33,12月19日,0.84,12月11日
057804亞東J1,5093630,4067000,95,1.25,1.28,1.25,1.42,12月13日,1.08,12月4日
057805亞東J2,4726130,4229000,109,1.12,1.12,0.93,1.26,12月17日,0.92,12月3日
057806亞東J3,2556780,2338000,101,1.09,1.14,1.05,1.26,12月7日,0.98,12月25日
057807亞東J4,5738380,5478000,235,1.05,1.13,0.97,1.6,12月6日,0.81,12月20日
057808亞東J5,3336280,1813000,68,1.84,1.73,1.74,2.07,12月17日,1.48,12月11日
057809亞東J6,2535110,2292000,105,1.11,1.07,1.03,1.43,12月5日,0.74,12月21日
057810AC元富,10173250,7234000,217,1.41,1.3,1.75,1.78,12月28日,1.1,12月11日
