,民國101年07月,,,,,,,Jul-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
050168I6元大,64840,298000,11,0.22,0.17,0.24,0.25,7月31日,0.12,7月26日
050169I7元大,639090,1613000,38,0.4,0.4,0.42,0.53,7月4日,0.33,7月25日
050170國票EX,15840,99000,1,0.16,0.16,0.16,0.16,7月2日,0.16,7月2日
050171國票EY,1200,40000,1,0.03,0.03,0.03,0.03,7月4日,0.03,7月4日
050172國票EZ,890,24000,6,0.04,0.07,0.05,0.12,7月6日,0.02,7月30日
050174國票FB,150690,390000,13,0.39,0.37,0.38,0.45,7月11日,0.27,7月25日
050175國票FC,171140,182000,19,0.94,0.96,0.96,1.23,7月10日,0.83,7月18日
050176國票FD,236280,2079000,33,0.11,0.13,0.19,0.22,7月30日,0.08,7月16日
050177國票FE,24560,180000,19,0.14,0.13,0.1,0.16,7月4日,0.1,7月11日
050178國票FF,2640,33000,2,0.08,0.08,0.08,0.08,7月31日,0.08,7月31日
050179國票FG,10800,50000,2,0.22,0.22,0.21,0.24,7月3日,0.21,7月6日
050180日盛MZ,14280,228000,3,0.06,0.07,0.02,0.1,7月4日,0.02,7月17日
050181日盛NA,234500,458000,17,0.51,0.67,0.37,0.96,7月2日,0.36,7月31日
050182日盛NB,4500,90000,1,0.05,0.05,0.05,0.05,7月19日,0.05,7月19日
050184日盛ND,1922300,4046000,55,0.48,0.49,0.42,0.76,7月5日,0.3,7月24日
050185日盛NE,484260,351000,36,1.38,1.42,1.85,1.86,7月11日,1.01,7月2日
050186日盛NF,1730,55000,7,0.03,0.06,0.01,0.1,7月5日,0.01,7月26日
050188群益2L,88850,409000,22,0.22,0.2,0.16,0.31,7月4日,0.12,7月25日
050189群益2M,3960,33000,3,0.12,0.12,0.1,0.14,7月4日,0.1,7月6日
050190群益2N,37080,102000,6,0.36,0.36,0.39,0.39,7月30日,0.32,7月12日
050191群益2P,277490,1448000,16,0.19,0.19,0.15,0.21,7月19日,0.15,7月23日
050193群益2R,15920,54000,4,0.29,0.3,0.28,0.33,7月3日,0.28,7月6日
050194群益2S,28140,96000,6,0.29,0.36,0.11,0.61,7月13日,0.11,7月31日
050195群益2T,1226860,815000,33,1.51,1.49,1.87,1.88,7月26日,1.24,7月2日
050196群益2U,5060,15000,11,0.34,0.35,0.33,0.45,7月3日,0.19,7月26日
050197群益2V,7020,37000,6,0.19,0.21,0.15,0.29,7月5日,0.15,7月17日
050199群益2Y,3600,48000,2,0.08,0.08,0.08,0.08,7月18日,0.07,7月17日
050200群益2Z,21800,190000,4,0.11,0.12,0.1,0.13,7月9日,0.1,7月10日
050201群益3A,503730,831000,28,0.61,0.61,0.36,0.93,7月2日,0.36,7月31日
050202群益3B,24350,150000,7,0.16,0.12,0.07,0.21,7月3日,0.07,7月24日
050204群益3D,81820,510000,19,0.16,0.16,0.17,0.18,7月20日,0.13,7月26日
0502051A永豐,81700,877000,19,0.09,0.08,0.02,0.13,7月6日,0.02,7月30日
0502061B永豐,695430,3241000,60,0.21,0.23,0.2,0.31,7月4日,0.13,7月17日
0502071C永豐,1205550,3053000,34,0.39,0.42,0.26,0.53,7月12日,0.26,7月31日
0502081D永豐,1020,17000,1,0.06,0.06,0.06,0.06,7月5日,0.06,7月5日
050209大眾5K,1000,10000,1,0.1,0.1,0.1,0.1,7月5日,0.1,7月5日
050210大眾6K,140,2000,2,0.07,0.07,0.06,0.08,7月3日,0.06,7月31日
050211大眾7K,9100,60000,2,0.15,0.16,0.16,0.16,7月19日,0.15,7月2日
050212大眾8K,4150,87000,4,0.05,0.06,0.04,0.09,7月4日,0.04,7月12日
050213亞東MW,2000,200000,10,0.01,0.01,0.01,0.01,7月19日,0.01,7月19日
050214亞東MX,31680,594000,6,0.05,0.05,0.05,0.06,7月4日,0.05,7月18日
050216亞東MZ,16950,85000,2,0.2,0.24,0.29,0.29,7月31日,0.18,7月2日
050217亞東NA,309950,905000,30,0.34,0.35,0.31,0.51,7月5日,0.19,7月23日
050218亞東NB,10500,114000,3,0.09,0.06,0.01,0.1,7月4日,0.01,7月31日
050220國泰MH,842560,1113000,49,0.76,0.79,0.74,0.93,7月10日,0.56,7月26日
050221I8元大,6651090,6566000,222,1.01,0.91,1.3,1.35,7月23日,0.65,7月3日
050222I9元大,68980,407000,6,0.17,0.17,0.13,0.23,7月4日,0.13,7月10日
050223J1元大,3605140,15202000,210,0.24,0.25,0.16,0.46,7月4日,0.1,7月26日
0502261I永豐,10700,40000,3,0.27,0.25,0.18,0.32,7月6日,0.18,7月25日
0502271P永豐,6450,644000,16,0.01,0.01,0.01,0.02,7月6日,0.01,7月30日
0502281Q永豐,1000,25000,3,0.04,0.04,0.04,0.04,7月6日,0.04,7月6日
0502297G富邦,32070,118000,10,0.27,0.27,0.29,0.31,7月30日,0.24,7月24日
0502327L富邦,1423680,10711000,219,0.13,0.12,0.03,0.32,7月4日,0.03,7月26日
0502337N富邦,16490,115000,9,0.14,0.14,0.21,0.21,7月31日,0.08,7月19日
0502357Q富邦,51150,255000,7,0.2,0.21,0.17,0.24,7月3日,0.17,7月10日
050236中信11,3173610,3748000,148,0.85,0.8,0.82,1.07,7月5日,0.56,7月23日
050237中信12,2755580,8550000,107,0.32,0.33,0.34,0.4,7月11日,0.26,7月25日
050238中信13,2081790,3227000,117,0.65,0.59,0.5,1,7月4日,0.27,7月26日
050239大華BN,88750,954000,19,0.09,0.11,0.05,0.17,7月5日,0.05,7月18日
050240大華BP,16830,99000,1,0.17,0.17,0.17,0.17,7月3日,0.17,7月3日
050241大華BQ,9980,978000,47,0.01,0.01,0.01,0.02,7月4日,0.01,7月23日
050242大華BR,57150,295000,12,0.19,0.2,0.14,0.38,7月5日,0.14,7月25日
050243大華BS,490800,507000,25,0.97,0.87,1.21,1.21,7月31日,0.59,7月18日
050245凱基J5,320250,1050000,14,0.3,0.3,0.29,0.32,7月4日,0.29,7月6日
050246凱基J6,42500,340000,4,0.12,0.12,0.12,0.13,7月9日,0.12,7月10日
050247凱基J7,328520,526000,12,0.62,0.62,0.52,0.73,7月4日,0.52,7月23日
0502487R富邦,6240,16000,2,0.39,0.39,0.36,0.42,7月12日,0.36,7月13日
0502497T富邦,100,1000,1,0.1,0.1,0.1,0.1,7月25日,0.1,7月25日
0502507U富邦,236800,888000,27,0.27,0.25,0.17,0.4,7月6日,0.16,7月26日
050251日盛NJ,701590,773000,38,0.91,0.8,0.96,1.04,7月27日,0.5,7月18日
050253日盛NL,68840,699000,13,0.1,0.19,0.12,0.39,7月4日,0.07,7月26日
050254日盛NN,183860,858000,33,0.21,0.21,0.39,0.4,7月3日,0.08,7月12日
050255日盛NP,123140,1769000,25,0.07,0.09,0.07,0.17,7月11日,0.05,7月18日
050256日盛NQ,34650,99000,1,0.35,0.35,0.35,0.35,7月2日,0.35,7月2日
050257日盛NR,1524150,1078000,86,1.41,1.45,1.91,1.93,7月30日,1.1,7月18日
050260國票FI,98700,493000,16,0.2,0.16,0.13,0.24,7月4日,0.12,7月19日
050261國票FJ,181570,1418000,56,0.13,0.14,0.07,0.19,7月3日,0.07,7月20日
050262國票FK,167540,637000,11,0.26,0.22,0.2,0.32,7月2日,0.18,7月18日
050263國票FL,33000,100000,2,0.33,0.33,0.29,0.37,7月20日,0.29,7月26日
050265國票FN,4800,12000,1,0.4,0.4,0.4,0.4,7月2日,0.4,7月2日
050266國票FP,1000,10000,1,0.1,0.1,0.1,0.1,7月6日,0.1,7月6日
050268國泰ML,129820,759000,20,0.17,0.23,0.12,0.34,7月5日,0.12,7月17日
0502691R永豐,6620,71000,5,0.09,0.09,0.06,0.17,7月3日,0.05,7月26日
050270中信14,451400,1053000,19,0.43,0.34,0.1,0.55,7月4日,0.1,7月26日
050271中信15,55440,3494000,57,0.02,0.02,0.01,0.04,7月4日,0.01,7月30日
050272凱基J9,7290,729000,13,0.01,0.01,0.01,0.01,7月19日,0.01,7月19日
050273兆豐MF,1050200,6463000,112,0.16,0.16,0.14,0.22,7月10日,0.13,7月26日
050274兆豐MG,430780,2756000,35,0.16,0.17,0.14,0.24,7月9日,0.1,7月24日
050275兆豐MH,3100,310000,8,0.01,0.01,0.01,0.01,7月30日,0.01,7月30日
050276兆豐MJ,235960,508000,21,0.46,0.46,0.49,0.5,7月10日,0.39,7月9日
050278兆豐ML,406220,1289000,57,0.32,0.34,0.33,0.56,7月5日,0.15,7月23日
050280K1元大,187050,568000,15,0.33,0.31,0.27,0.39,7月6日,0.27,7月13日
050282K3元大,54960,227000,19,0.24,0.25,0.26,0.27,7月19日,0.22,7月26日
050283K4元大,55200,360000,6,0.15,0.15,0.14,0.17,7月18日,0.14,7月27日
050285K6元大,49210,251000,15,0.2,0.19,0.1,0.27,7月4日,0.1,7月19日
050286K7元大,2482960,12165000,252,0.2,0.2,0.16,0.32,7月3日,0.13,7月26日
050287K8元大,4838060,26753000,400,0.18,0.28,0.09,0.55,7月4日,0.08,7月31日
050288K9元大,3684600,19293000,342,0.19,0.29,0.11,0.53,7月4日,0.09,7月30日
050289L1元大,2880,119000,3,0.02,0.04,0.02,0.08,7月6日,0.01,7月17日
050290L2元大,5098480,12123000,364,0.42,0.35,0.22,0.71,7月2日,0.13,7月27日
050291L3元大,1145810,5312000,60,0.22,0.18,0.04,0.37,7月4日,0.04,7月26日
050292L4元大,228550,1679000,41,0.14,0.14,0.14,0.19,7月30日,0.11,7月26日
050293L5元大,440720,2569000,60,0.17,0.13,0.09,0.24,7月5日,0.04,7月26日
050297凱基K4,1979600,4401000,159,0.45,0.47,0.48,0.73,7月5日,0.29,7月25日
050298凱基K7,100300,355000,11,0.28,0.28,0.25,0.32,7月3日,0.25,7月11日
050299大眾9K,1730,20000,4,0.09,0.1,0.04,0.14,7月5日,0.04,7月9日
050301大眾2L,9900,198000,2,0.05,0.05,0.04,0.06,7月11日,0.04,7月19日
050302大眾3L,2800,20000,1,0.14,0.14,0.14,0.14,7月19日,0.14,7月19日
050303大眾4L,70790,459000,12,0.15,0.2,0.07,0.35,7月5日,0.06,7月27日
050308大華BU,43150,136000,11,0.32,0.42,0.38,0.67,7月4日,0.26,7月24日
050309群益3F,26850,398000,6,0.07,0.06,0.03,0.08,7月4日,0.03,7月31日
050310群益3G,40660,201000,4,0.2,0.22,0.22,0.22,7月31日,0.2,7月31日
050311群益3H,31780,149000,3,0.21,0.21,0.22,0.22,7月19日,0.2,7月18日
050315群益3N,2142540,3843000,105,0.56,0.56,0.4,0.91,7月4日,0.25,7月26日
050316中信16,720470,729000,103,0.99,1.03,1.23,1.6,7月4日,0.75,7月23日
050317中信17,648280,1224000,63,0.53,0.49,0.79,0.86,7月27日,0.37,7月19日
050318工銀13,2900,50000,3,0.06,0.06,0.02,0.12,7月3日,0.02,7月23日
050319工銀14,193500,922000,20,0.21,0.21,0.21,0.22,7月10日,0.2,7月9日
050322工銀17,684400,1382000,21,0.5,0.48,0.33,0.6,7月10日,0.33,7月31日
0503257Y富邦,46200,442000,29,0.1,0.17,0.1,0.32,7月5日,0.07,7月30日
050326統一D3,30600,240000,6,0.13,0.13,0.06,0.17,7月5日,0.06,7月12日
050327統一D4,1753470,4642000,95,0.38,0.33,0.35,0.76,7月3日,0.1,7月24日
050328統一D6,13600,88000,2,0.15,0.22,0.14,0.3,7月4日,0.14,7月23日
050329康和DW,10800,40000,2,0.27,0.27,0.27,0.27,7月3日,0.27,7月3日
050331康和DY,19800,198000,2,0.1,0.1,0.1,0.1,7月11日,0.1,7月11日
050334康和EB,10401260,7928000,217,1.31,1.27,0.95,1.72,7月6日,0.81,7月27日
050335中信18,13435930,35152000,984,0.38,0.41,0.18,0.75,7月5日,0.1,7月26日
050336中信19,862170,997000,23,0.86,0.79,0.46,0.95,7月5日,0.46,7月23日
050337日盛NT,7320,310000,6,0.02,0.03,0.02,0.05,7月6日,0.02,7月9日
050338日盛NU,22240,1381000,46,0.02,0.02,0.01,0.05,7月2日,0.01,7月31日
050339日盛NY,108390,2379000,41,0.05,0.05,0.03,0.07,7月4日,0.02,7月16日
050340日盛NZ,3626260,4683000,149,0.77,0.77,1.27,1.53,7月30日,0.59,7月24日
050341日盛XA,123030,212000,15,0.58,0.63,0.45,1.1,7月2日,0.4,7月18日
050342日盛XB,2834020,4784000,74,0.59,0.54,0.3,0.84,7月3日,0.2,7月26日
050343日盛XC,4000,20000,1,0.2,0.2,0.2,0.2,7月31日,0.2,7月31日
050345凱基K8,1634470,4236000,93,0.39,0.35,0.39,0.47,7月4日,0.22,7月23日
050346凱基K9,108520,1799000,37,0.06,0.08,0.05,0.13,7月16日,0.01,7月26日
050347國泰MM,3000,60000,1,0.05,0.05,0.05,0.05,7月12日,0.05,7月12日
050348國泰MQ,45110,199000,6,0.23,0.21,0.18,0.26,7月3日,0.18,7月18日
050349國泰MR,148040,703000,21,0.21,0.26,0.06,0.45,7月6日,0.06,7月24日
050350寶來G7,3430190,5889000,238,0.58,0.56,0.52,0.83,7月6日,0.35,7月26日
050351寶來G8,189700,556000,29,0.34,0.34,0.26,0.5,7月6日,0.22,7月24日
050352寶來H2,217780,2615000,48,0.08,0.07,0.06,0.11,7月4日,0.03,7月24日
050353寶來H3,231520,4189000,120,0.06,0.05,0.04,0.09,7月3日,0.02,7月24日
050354寶來H5,9391810,13125000,444,0.72,0.75,0.82,0.96,7月2日,0.6,7月25日
050355寶來H6,1835180,2020000,77,0.91,0.85,0.9,1.07,7月3日,0.74,7月25日
050356寶來H7,2245350,4059000,144,0.55,0.57,0.61,0.79,7月3日,0.45,7月25日
050357寶來H9,1750130,8537000,248,0.21,0.2,0.11,0.33,7月4日,0.07,7月26日
050358寶來J1,754560,4820000,92,0.16,0.16,0.08,0.26,7月5日,0.06,7月26日
050359寶來J2,308670,1719000,126,0.18,0.19,0.18,0.22,7月16日,0.15,7月30日
050360寶來J4,124360,2019000,52,0.06,0.06,0.03,0.12,7月4日,0.02,7月30日
050361寶來J5,30370,690000,33,0.04,0.05,0.04,0.13,7月3日,0.03,7月23日
050362寶來J6,260190,4459000,52,0.06,0.05,0.05,0.12,7月5日,0.02,7月23日
050363寶來J7,36480,2748000,62,0.01,0.02,0.02,0.04,7月6日,0.01,7月23日
050364寶來J8,600,60000,1,0.01,0.01,0.01,0.01,7月19日,0.01,7月19日
050365寶來J9,1250,125000,2,0.01,0.01,0.01,0.01,7月23日,0.01,7月23日
050367寶來K4,378890,967000,32,0.39,0.37,0.3,0.45,7月6日,0.29,7月16日
050368寶來K5,179920,457000,30,0.39,0.33,0.16,0.49,7月5日,0.16,7月26日
050369寶來K6,14918360,13043000,414,1.14,1.12,0.99,1.57,7月2日,0.86,7月17日
050370寶來K7,5048580,4219000,202,1.2,1.36,0.8,2.12,7月4日,0.78,7月31日
050371寶來K8,4385510,2896000,143,1.51,1.55,1.77,1.77,7月31日,1.35,7月2日
0503727Z富邦,528000,1905000,65,0.28,0.29,0.58,0.58,7月31日,0.1,7月25日
0503738A富邦,4950,16000,5,0.31,0.28,0.14,0.33,7月5日,0.14,7月12日
0503758C富邦,1200,24000,2,0.05,0.05,0.05,0.05,7月9日,0.05,7月9日
0503761S永豐,228600,1380000,24,0.17,0.16,0.08,0.23,7月4日,0.08,7月19日
0503771U永豐,2367320,5220000,148,0.45,0.51,0.71,0.77,7月23日,0.33,7月3日
0503781V永豐,2640790,23096000,371,0.11,0.14,0.15,0.3,7月4日,0.05,7月26日
0503791X永豐,23610,357000,17,0.07,0.07,0.02,0.13,7月6日,0.02,7月18日
0503801Y永豐,196450,187000,14,1.05,1.37,1.37,1.79,7月10日,0.75,7月3日
0503818D富邦,162780,344000,28,0.47,0.44,0.56,0.56,7月31日,0.4,7月17日
050383亞東ND,49500,1188000,14,0.04,0.04,0.03,0.05,7月9日,0.03,7月11日
050384亞東NE,205220,2182000,31,0.09,0.17,0.08,0.33,7月12日,0.05,7月25日
050385亞東NF,10400,446000,9,0.02,0.02,0.01,0.03,7月6日,0.01,7月24日
050386亞東NG,179000,2022000,33,0.09,0.09,0.02,0.15,7月5日,0.02,7月26日
050387亞東NH,115930,1586000,18,0.07,0.08,0.04,0.14,7月4日,0.04,7月19日
050389亞東NK,630,57000,6,0.01,0.02,0.01,0.03,7月17日,0.01,7月24日
050390大華BW,497180,1509000,24,0.33,0.3,0.23,0.4,7月10日,0.21,7月17日
050392大華BY,1000,60000,3,0.02,0.02,0.01,0.03,7月4日,0.01,7月20日
0503942A永豐,109550,519000,17,0.21,0.22,0.06,0.34,7月2日,0.05,7月24日
0503952B永豐,12720,417000,42,0.03,0.04,0.02,0.04,7月6日,0.02,7月12日
0503962D永豐,1400,8000,3,0.18,0.17,0.15,0.18,7月5日,0.15,7月9日
050399群益3T,426940,2340000,51,0.18,0.24,0.23,0.41,7月5日,0.14,7月23日
050401L6元大,1737530,3699000,106,0.47,0.46,0.17,0.9,7月4日,0.17,7月31日
050402L7元大,28000,100000,2,0.28,0.28,0.28,0.28,7月16日,0.28,7月16日
050403L8元大,376040,1678000,24,0.22,0.23,0.22,0.33,7月12日,0.14,7月24日
050404寶來K9,230090,2836000,61,0.08,0.16,0.05,0.34,7月6日,0.02,7月30日
050405寶來L2,1887280,1704000,88,1.11,1.08,1.06,1.32,7月6日,0.91,7月27日
050406寶來L3,982250,778000,32,1.26,1.12,1.02,1.4,7月5日,0.91,7月25日
050407寶來L4,3984990,4491000,168,0.89,0.87,0.94,1.06,7月5日,0.72,7月23日
050408寶來L6,1941280,5318000,481,0.37,0.32,0.26,0.41,7月4日,0.25,7月23日
050409寶來L8,1748990,3943000,175,0.44,0.44,0.43,0.65,7月4日,0.28,7月25日
050410寶來M3,1321560,3555000,121,0.37,0.38,0.39,0.52,7月4日,0.27,7月25日
050411寶來M5,39200,120000,4,0.33,0.32,0.29,0.33,7月5日,0.29,7月6日
050412寶來M7,1008330,2446000,74,0.41,0.41,0.08,0.77,7月4日,0.08,7月31日
050417永昌BD,16000,160000,2,0.1,0.1,0.1,0.1,7月4日,0.1,7月4日
050419永昌BF,6090,30000,5,0.2,0.21,0.19,0.22,7月17日,0.19,7月18日
050420永昌BG,4205400,5251000,65,0.8,0.87,1.52,1.55,7月31日,0.59,7月4日
050422永昌BJ,41600,80000,1,0.52,0.52,0.52,0.52,7月24日,0.52,7月24日
050424L9元大,1330150,5045000,126,0.26,0.24,0.15,0.47,7月5日,0.11,7月17日
050425M1元大,4552940,10952000,325,0.42,0.32,0.12,0.76,7月2日,0.1,7月31日
050426第一NF,431040,434000,19,0.99,0.81,1.15,1.15,7月31日,0.51,7月18日
050433凱基L4,53022190,70859000,1990,0.75,0.85,1.06,1.62,7月3日,0.34,7月23日
050434凱基L6,822870,3350000,165,0.25,0.23,0.17,0.31,7月4日,0.16,7月25日
050436凱基L9,3600,120000,2,0.03,0.03,0.03,0.03,7月12日,0.03,7月12日
050437凱基M1,13860,198000,2,0.07,0.07,0.07,0.07,7月20日,0.07,7月20日
050438凱基M2,13757590,30645000,799,0.45,0.53,0.55,0.88,7月4日,0.24,7月25日
050439凱基M3,3532670,7321000,98,0.48,0.43,0.33,0.69,7月4日,0.21,7月26日
050440凱基M4,10890,99000,1,0.11,0.11,0.11,0.11,7月3日,0.11,7月3日
050441凱基M5,578420,3578000,60,0.16,0.14,0.11,0.18,7月6日,0.09,7月19日
050443凱基M7,60330,220000,6,0.27,0.32,0.33,0.44,7月3日,0.23,7月24日
050444凱基M8,185630,935000,315,0.2,0.2,0.19,0.2,7月4日,0.19,7月5日
050445凱基M9,629820,762000,16,0.83,0.81,0.95,0.95,7月31日,0.74,7月25日
050446凱基N1,8269910,11840000,371,0.7,0.67,0.69,1.1,7月5日,0.35,7月25日
050448凱基N3,258400,480000,10,0.54,0.48,0.33,0.61,7月6日,0.33,7月30日
050449中信20,99850,886000,13,0.11,0.1,0.04,0.17,7月13日,0.04,7月26日
050450中信22,98600,786000,14,0.13,0.12,0.08,0.16,7月3日,0.08,7月20日
0504512G永豐,990,99000,1,0.01,0.01,0.01,0.01,7月16日,0.01,7月16日
050452統一D8,1800,10000,1,0.18,0.18,0.18,0.18,7月17日,0.18,7月17日
050453統一D9,1450,55000,5,0.03,0.02,0.01,0.04,7月2日,0.01,7月10日
050455M7元大,690,23000,4,0.03,0.03,0.04,0.04,7月27日,0.02,7月26日
050456M8元大,25070,329000,13,0.08,0.09,0.1,0.13,7月9日,0.06,7月26日
050457M9元大,323950,763000,64,0.42,0.43,0.35,0.64,7月4日,0.27,7月25日
050458N1元大,3490310,9465000,222,0.37,0.46,0.57,0.83,7月3日,0.18,7月24日
050460群益3Y,188700,360000,11,0.52,0.37,0.21,0.62,7月10日,0.17,7月30日
050461群益3Z,106830,420000,16,0.25,0.29,0.27,0.43,7月3日,0.21,7月26日
050462群益4A,75310,443000,11,0.17,0.17,0.17,0.17,7月5日,0.17,7月5日
050464群益4C,364640,1013000,20,0.36,0.41,0.26,0.56,7月5日,0.26,7月30日
050465群益4D,104720,4384000,108,0.02,0.03,0.02,0.05,7月5日,0.01,7月17日
050466群益4E,2143900,6364000,110,0.34,0.29,0.16,0.39,7月3日,0.16,7月23日
050467群益4F,2307910,1857000,48,1.24,1.07,0.91,1.48,7月5日,0.82,7月13日
050468群益4G,23029560,32892000,1166,0.7,0.73,0.74,1.2,7月5日,0.35,7月25日
050469群益4H,42870,802000,9,0.05,0.05,0.03,0.07,7月10日,0.03,7月16日
0504702I永豐,321690,5605000,94,0.06,0.05,0.02,0.1,7月4日,0.02,7月30日
0504722K永豐,625130,5512000,114,0.11,0.14,0.07,0.35,7月6日,0.05,7月26日
050473寶來M9,5740,14000,3,0.41,0.41,0.42,0.42,7月19日,0.4,7月11日
050474寶來N2,2706860,6747000,125,0.4,0.4,0.46,0.47,7月30日,0.32,7月16日
050475寶來N4,11040,76000,10,0.15,0.16,0.09,0.24,7月5日,0.09,7月27日
050476寶來N5,447640,3071000,91,0.15,0.14,0.11,0.21,7月6日,0.07,7月27日
050477寶來N6,868390,10377000,368,0.08,0.09,0.07,0.13,7月9日,0.05,7月31日
050478寶來N8,5337300,27421000,493,0.19,0.15,0.07,0.46,7月5日,0.05,7月30日
050479寶來N9,3081380,22811000,496,0.14,0.12,0.06,0.34,7月5日,0.04,7月30日
050480寶來AC,572610,746000,36,0.77,0.74,0.75,0.88,7月5日,0.63,7月24日
050481寶來AD,2300580,2935000,83,0.78,0.78,0.82,0.92,7月4日,0.63,7月23日
050482寶來AE,499090,2233000,35,0.22,0.22,0.18,0.31,7月5日,0.17,7月24日
050483寶來AF,345460,1397000,39,0.25,0.23,0.19,0.33,7月5日,0.19,7月31日
050484寶來AG,764630,2258000,75,0.34,0.25,0.17,0.4,7月3日,0.14,7月26日
050485寶來AH,64190,107000,12,0.6,0.57,0.45,0.73,7月4日,0.43,7月23日
050486寶來AI,14000,40000,2,0.35,0.35,0.35,0.35,7月27日,0.35,7月27日
050487寶來AJ,284380,676000,9,0.42,0.48,0.44,0.52,7月4日,0.41,7月31日
050488寶來AK,6300,15000,1,0.42,0.42,0.42,0.42,7月30日,0.42,7月30日
050489寶來AL,75650,214000,20,0.35,0.35,0.37,0.41,7月9日,0.29,7月17日
050490寶來AM,21530,700000,41,0.03,0.03,0.02,0.05,7月6日,0.02,7月31日
050491寶來AN,280770,2164000,40,0.13,0.13,0.1,0.16,7月6日,0.1,7月31日
050492寶來AP,55510,313000,21,0.18,0.19,0.25,0.25,7月31日,0.14,7月16日
050493寶來AQ,58550,280000,7,0.21,0.16,0.05,0.24,7月2日,0.05,7月30日
050494凱基N5,69300,396000,4,0.18,0.18,0.16,0.23,7月19日,0.15,7月26日
050495國票FQ,204410,1785000,33,0.11,0.11,0.05,0.18,7月3日,0.05,7月18日
050496國票FR,43040,208000,5,0.21,0.2,0.19,0.23,7月6日,0.19,7月12日
050497國票FS,649690,3619000,59,0.18,0.19,0.11,0.42,7月5日,0.09,7月26日
050498元富36,4460,396000,9,0.01,0.01,0.01,0.02,7月10日,0.01,7月30日
050500元富38,1980,198000,2,0.01,0.01,0.01,0.01,7月27日,0.01,7月27日
0505018F富邦,6890,34000,12,0.2,0.21,0.14,0.32,7月10日,0.14,7月18日
0505038H富邦,140990,952000,13,0.15,0.15,0.1,0.19,7月4日,0.1,7月12日
0505048J富邦,105020,697000,27,0.15,0.12,0.08,0.2,7月2日,0.07,7月13日
0505058K富邦,13830,612000,8,0.02,0.03,0.02,0.05,7月2日,0.02,7月12日
0505068L富邦,687630,1409000,46,0.49,0.41,0.35,0.56,7月5日,0.25,7月24日
050509元富40,6000,20000,1,0.3,0.3,0.3,0.3,7月3日,0.3,7月3日
050510元富41,194890,796000,20,0.24,0.33,0.2,0.49,7月4日,0.19,7月23日
050511元富42,12900,250000,10,0.05,0.07,0.05,0.11,7月3日,0.05,7月30日
050512元富43,3000,50000,1,0.06,0.06,0.06,0.06,7月31日,0.06,7月31日
050513元富44,1469150,7297000,256,0.2,0.19,0.14,0.32,7月3日,0.1,7月27日
050514元富45,202490,652000,12,0.31,0.24,0.08,0.45,7月11日,0.07,7月25日
050515元富47,1880,172000,6,0.01,0.04,0.01,0.09,7月11日,0.01,7月26日
050516元富49,3600,30000,2,0.12,0.12,0.12,0.12,7月18日,0.12,7月18日
050519元富52,18340,248000,4,0.07,0.06,0.01,0.11,7月2日,0.01,7月30日
050521元富54,5467490,6399000,220,0.85,0.8,0.99,1.02,7月30日,0.66,7月2日
050522元富55,26300,150000,12,0.18,0.18,0.11,0.23,7月4日,0.11,7月30日
050524元富58,741470,6597000,237,0.11,0.13,0.07,0.21,7月12日,0.04,7月26日
050525元富59,17750,185000,4,0.1,0.09,0.06,0.15,7月4日,0.06,7月31日
050526元富60,321540,466000,5,0.69,0.69,0.68,0.7,7月5日,0.68,7月6日
050527元富61,2921570,6043000,172,0.48,0.42,0.02,1.09,7月4日,0.02,7月31日
050528元富62,713420,1661000,60,0.43,0.58,0.11,1.24,7月4日,0.11,7月30日
050530兆豐MP,45820,449000,12,0.1,0.11,0.11,0.13,7月3日,0.09,7月23日
050531兆豐MQ,5360,119000,11,0.05,0.05,0.03,0.06,7月12日,0.02,7月24日
050532兆豐MR,161690,814000,23,0.2,0.22,0.16,0.34,7月4日,0.16,7月31日
050533兆豐MS,2654470,3347000,226,0.79,0.5,0.19,0.98,7月4日,0.19,7月31日
050534兆豐MT,71880,248000,3,0.29,0.28,0.21,0.34,7月3日,0.21,7月12日
050535兆豐MU,1270,49000,5,0.03,0.03,0.02,0.03,7月5日,0.02,7月11日
050537兆豐MW,700,31000,4,0.02,0.05,0.02,0.1,7月10日,0.02,7月12日
050538兆豐MY,113490,228000,33,0.5,0.47,0.43,0.58,7月5日,0.37,7月13日
050539兆豐MZ,141800,1298000,42,0.11,0.08,0.03,0.13,7月4日,0.03,7月30日
050540兆豐NA,3493300,11087000,227,0.32,0.31,0.23,0.45,7月10日,0.16,7月26日
050541兆豐NB,39710,182000,7,0.22,0.22,0.21,0.24,7月4日,0.2,7月2日
050542兆豐NC,169610,1775000,34,0.1,0.08,0.06,0.1,7月12日,0.06,7月31日
